ref_area,indicator,source,classif1,time,obs_value,obs_status
DEU,LAP_2LID_QTL_DT,XA:2165,QTL_DECILE_04,2008,6.3643,M
DEU,LAP_2LID_QTL_DT,XA:2165,QTL_DECILE_05,2008,7.9706,M
DEU,LAP_2LID_QTL_DT,XA:2165,QTL_DECILE_06,2008,9.4818,M
DEU,LAP_2LID_QTL_DT,XA:2165,QTL_DECILE_07,2008,11.0168,M
DEU,LAP_2LID_QTL_DT,XA:2165,QTL_DECILE_08,2008,12.9779,M
DEU,LAP_2LID_QTL_DT,XA:2165,QTL_DECILE_09,2008,16.1386,M
DEU,LAP_2LID_QTL_DT,XA:2165,QTL_DECILE_10,2008,27.3251,M
DEU,LAP_2LID_QTL_DT,XA:2165,QTL_DECILE_01,2009,1.1441,M
DEU,LAP_2LID_QTL_DT,XA:2165,QTL_DECILE_02,2009,2.8638,M
DEU,LAP_2LID_QTL_DT,XA:2165,QTL_DECILE_03,2009,4.716,M
DEU,LAP_2LID_QTL_DT,XA:2165,QTL_DECILE_04,2009,6.3612,M
DEU,LAP_2LID_QTL_DT,XA:2165,QTL_DECILE_05,2009,7.957,M
DEU,LAP_2LID_QTL_DT,XA:2165,QTL_DECILE_06,2009,9.459,M
DEU,LAP_2LID_QTL_DT,XA:2165,QTL_DECILE_07,2009,10.9971,M
DEU,LAP_2LID_QTL_DT,XA:2165,QTL_DECILE_08,2009,12.9695,M
DEU,LAP_2LID_QTL_DT,XA:2165,QTL_DECILE_09,2009,16.1967,M
DEU,LAP_2LID_QTL_DT,XA:2165,QTL_DECILE_10,2009,27.3356,M
DEU,LAP_2LID_QTL_DT,XA:2165,QTL_DECILE_01,2010,1.1538,
DEU,LAP_2LID_QTL_DT,XA:2165,QTL_DECILE_02,2010,2.8645,
DEU,LAP_2LID_QTL_DT,XA:2165,QTL_DECILE_03,2010,4.7046,
DEU,LAP_2LID_QTL_DT,XA:2165,QTL_DECILE_04,2010,6.3581,
DEU,LAP_2LID_QTL_DT,XA:2165,QTL_DECILE_05,2010,7.9434,
DEU,LAP_2LID_QTL_DT,XA:2165,QTL_DECILE_06,2010,9.4362,
DEU,LAP_2LID_QTL_DT,XA:2165,QTL_DECILE_07,2010,10.9774,
DEU,LAP_2LID_QTL_DT,XA:2165,QTL_DECILE_08,2010,12.961,
DEU,LAP_2LID_QTL_DT,XA:2165,QTL_DECILE_09,2010,16.2548,
DEU,LAP_2LID_QTL_DT,XA:2165,QTL_DECILE_10,2010,27.3462,
DEU,LAP_2LID_QTL_DT,XA:2165,QTL_DECILE_01,2011,1.1285,M
DEU,LAP_2LID_QTL_DT,XA:2165,QTL_DECILE_02,2011,2.7809,M
DEU,LAP_2LID_QTL_DT,XA:2165,QTL_DECILE_03,2011,4.6343,M
DEU,LAP_2LID_QTL_DT,XA:2165,QTL_DECILE_04,2011,6.3305,M
DEU,LAP_2LID_QTL_DT,XA:2165,QTL_DECILE_05,2011,7.9206,M
DEU,LAP_2LID_QTL_DT,XA:2165,QTL_DECILE_06,2011,9.4322,M
DEU,LAP_2LID_QTL_DT,XA:2165,QTL_DECILE_07,2011,11.0158,M
DEU,LAP_2LID_QTL_DT,XA:2165,QTL_DECILE_08,2011,13.052,M
DEU,LAP_2LID_QTL_DT,XA:2165,QTL_DECILE_09,2011,16.3203,M
DEU,LAP_2LID_QTL_DT,XA:2165,QTL_DECILE_10,2011,27.3849,M
DEU,LAP_2LID_QTL_DT,XA:2165,QTL_DECILE_01,2012,1.1033,M
DEU,LAP_2LID_QTL_DT,XA:2165,QTL_DECILE_02,2012,2.6973,M
DEU,LAP_2LID_QTL_DT,XA:2165,QTL_DECILE_03,2012,4.564,M
DEU,LAP_2LID_QTL_DT,XA:2165,QTL_DECILE_04,2012,6.3028,M
DEU,LAP_2LID_QTL_DT,XA:2165,QTL_DECILE_05,2012,7.8979,M
DEU,LAP_2LID_QTL_DT,XA:2165,QTL_DECILE_06,2012,9.4282,M
DEU,LAP_2LID_QTL_DT,XA:2165,QTL_DECILE_07,2012,11.0542,M
DEU,LAP_2LID_QTL_DT,XA:2165,QTL_DECILE_08,2012,13.143,M
DEU,LAP_2LID_QTL_DT,XA:2165,QTL_DECILE_09,2012,16.3858,M
DEU,LAP_2LID_QTL_DT,XA:2165,QTL_DECILE_10,2012,27.4235,M
DEU,LAP_2LID_QTL_DT,XA:2165,QTL_DECILE_01,2013,1.078,
DEU,LAP_2LID_QTL_DT,XA:2165,QTL_DECILE_02,2013,2.6137,
DEU,LAP_2LID_QTL_DT,XA:2165,QTL_DECILE_03,2013,4.4937,
DEU,LAP_2LID_QTL_DT,XA:2165,QTL_DECILE_04,2013,6.2752,
DEU,LAP_2LID_QTL_DT,XA:2165,QTL_DECILE_05,2013,7.8752,
DEU,LAP_2LID_QTL_DT,XA:2165,QTL_DECILE_06,2013,9.4242,
DEU,LAP_2LID_QTL_DT,XA:2165,QTL_DECILE_07,2013,11.0926,
DEU,LAP_2LID_QTL_DT,XA:2165,QTL_DECILE_08,2013,13.234,
DEU,LAP_2LID_QTL_DT,XA:2165,QTL_DECILE_09,2013,16.4513,
DEU,LAP_2LID_QTL_DT,XA:2165,QTL_DECILE_10,2013,27.4621,
DEU,LAP_2LID_QTL_DT,XA:2165,QTL_DECILE_01,2014,1.1061,M
DEU,LAP_2LID_QTL_DT,XA:2165,QTL_DECILE_02,2014,2.6876,M
DEU,LAP_2LID_QTL_DT,XA:2165,QTL_DECILE_03,2014,4.5855,M
DEU,LAP_2LID_QTL_DT,XA:2165,QTL_DECILE_04,2014,6.3016,M
DEU,LAP_2LID_QTL_DT,XA:2165,QTL_DECILE_05,2014,7.9019,M
DEU,LAP_2LID_QTL_DT,XA:2165,QTL_DECILE_06,2014,9.4331,M
DEU,LAP_2LID_QTL_DT,XA:2165,QTL_DECILE_07,2014,11.0818,M
DEU,LAP_2LID_QTL_DT,XA:2165,QTL_DECILE_08,2014,13.1614,M
DEU,LAP_2LID_QTL_DT,XA:2165,QTL_DECILE_09,2014,16.3057,M
DEU,LAP_2LID_QTL_DT,XA:2165,QTL_DECILE_10,2014,27.4353,M
DEU,LAP_2LID_QTL_DT,XA:2165,QTL_DECILE_01,2015,1.1342,
DEU,LAP_2LID_QTL_DT,XA:2165,QTL_DECILE_02,2015,2.7616,
DEU,LAP_2LID_QTL_DT,XA:2165,QTL_DECILE_03,2015,4.6772,
DEU,LAP_2LID_QTL_DT,XA:2165,QTL_DECILE_04,2015,6.328,
DEU,LAP_2LID_QTL_DT,XA:2165,QTL_DECILE_05,2015,7.9285,
DEU,LAP_2LID_QTL_DT,XA:2165,QTL_DECILE_06,2015,9.4421,
DEU,LAP_2LID_QTL_DT,XA:2165,QTL_DECILE_07,2015,11.071,
DEU,LAP_2LID_QTL_DT,XA:2165,QTL_DECILE_08,2015,13.0888,
DEU,LAP_2LID_QTL_DT,XA:2165,QTL_DECILE_09,2015,16.1601,
DEU,LAP_2LID_QTL_DT,XA:2165,QTL_DECILE_10,2015,27.4085,
DEU,LAP_2LID_QTL_DT,XA:2165,QTL_DECILE_01,2016,1.1329,M
DEU,LAP_2LID_QTL_DT,XA:2165,QTL_DECILE_02,2016,2.7635,M
DEU,LAP_2LID_QTL_DT,XA:2165,QTL_DECILE_03,2016,4.6804,M
DEU,LAP_2LID_QTL_DT,XA:2165,QTL_DECILE_04,2016,6.3285,M
DEU,LAP_2LID_QTL_DT,XA:2165,QTL_DECILE_05,2016,7.9327,M
DEU,LAP_2LID_QTL_DT,XA:2165,QTL_DECILE_06,2016,9.4499,M
DEU,LAP_2LID_QTL_DT,XA:2165,QTL_DECILE_07,2016,11.0793,M
DEU,LAP_2LID_QTL_DT,XA:2165,QTL_DECILE_08,2016,13.0986,M
DEU,LAP_2LID_QTL_DT,XA:2165,QTL_DECILE_09,2016,16.171,M
DEU,LAP_2LID_QTL_DT,XA:2165,QTL_DECILE_10,2016,27.3632,M
DEU,LAP_2LID_QTL_DT,XA:2165,QTL_DECILE_01,2017,1.1313,M
DEU,LAP_2LID_QTL_DT,XA:2165,QTL_DECILE_02,2017,2.7652,M
DEU,LAP_2LID_QTL_DT,XA:2165,QTL_DECILE_03,2017,4.6831,M
DEU,LAP_2LID_QTL_DT,XA:2165,QTL_DECILE_04,2017,6.3285,M
DEU,LAP_2LID_QTL_DT,XA:2165,QTL_DECILE_05,2017,7.9358,M
DEU,LAP_2LID_QTL_DT,XA:2165,QTL_DECILE_06,2017,9.4566,M
DEU,LAP_2LID_QTL_DT,XA:2165,QTL_DECILE_07,2017,11.0865,M
DEU,LAP_2LID_QTL_DT,XA:2165,QTL_DECILE_08,2017,13.1083,M
DEU,LAP_2LID_QTL_DT,XA:2165,QTL_DECILE_09,2017,16.1818,M
DEU,LAP_2LID_QTL_DT,XA:2165,QTL_DECILE_10,2017,27.3229,M
DJI,LAP_2LID_QTL_DT,XA:2173,QTL_DECILE_01,2004,0.7019,I
DJI,LAP_2LID_QTL_DT,XA:2173,QTL_DECILE_02,2004,1.6053,I
DJI,LAP_2LID_QTL_DT,XA:2173,QTL_DECILE_03,2004,2.5225,I
DJI,LAP_2LID_QTL_DT,XA:2173,QTL_DECILE_04,2004,3.5088,I
DJI,LAP_2LID_QTL_DT,XA:2173,QTL_DECILE_05,2004,4.7367,I
DJI,LAP_2LID_QTL_DT,XA:2173,QTL_DECILE_06,2004,6.0185,I
DJI,LAP_2LID_QTL_DT,XA:2173,QTL_DECILE_07,2004,8.1076,I
DJI,LAP_2LID_QTL_DT,XA:2173,QTL_DECILE_08,2004,10.6761,I
DJI,LAP_2LID_QTL_DT,XA:2173,QTL_DECILE_09,2004,16.5251,I
DJI,LAP_2LID_QTL_DT,XA:2173,QTL_DECILE_10,2004,45.5975,I
DJI,LAP_2LID_QTL_DT,XA:2173,QTL_DECILE_01,2005,0.7038,I
DJI,LAP_2LID_QTL_DT,XA:2173,QTL_DECILE_02,2005,1.6096,I
DJI,LAP_2LID_QTL_DT,XA:2173,QTL_DECILE_03,2005,2.5284,I
DJI,LAP_2LID_QTL_DT,XA:2173,QTL_DECILE_04,2005,3.5155,I
DJI,LAP_2LID_QTL_DT,XA:2173,QTL_DECILE_05,2005,4.7428,I
DJI,LAP_2LID_QTL_DT,XA:2173,QTL_DECILE_06,2005,6.0252,I
DJI,LAP_2LID_QTL_DT,XA:2173,QTL_DECILE_07,2005,8.1107,I
DJI,LAP_2LID_QTL_DT,XA:2173,QTL_DECILE_08,2005,10.6787,I
DJI,LAP_2LID_QTL_DT,XA:2173,QTL_DECILE_09,2005,16.5228,I
DJI,LAP_2LID_QTL_DT,XA:2173,QTL_DECILE_10,2005,45.5625,I
DJI,LAP_2LID_QTL_DT,XA:2173,QTL_DECILE_01,2006,0.7066,I
DJI,LAP_2LID_QTL_DT,XA:2173,QTL_DECILE_02,2006,1.6159,I
DJI,LAP_2LID_QTL_DT,XA:2173,QTL_DECILE_03,2006,2.5374,I
DJI,LAP_2LID_QTL_DT,XA:2173,QTL_DECILE_04,2006,3.5261,I
DJI,LAP_2LID_QTL_DT,XA:2173,QTL_DECILE_05,2006,4.7528,I
DJI,LAP_2LID_QTL_DT,XA:2173,QTL_DECILE_06,2006,6.036,I
DJI,LAP_2LID_QTL_DT,XA:2173,QTL_DECILE_07,2006,8.118,I
DJI,LAP_2LID_QTL_DT,XA:2173,QTL_DECILE_08,2006,10.6857,I
DJI,LAP_2LID_QTL_DT,XA:2173,QTL_DECILE_09,2006,16.5235,I
DJI,LAP_2LID_QTL_DT,XA:2173,QTL_DECILE_10,2006,45.4979,I
DJI,LAP_2LID_QTL_DT,XA:2173,QTL_DECILE_01,2007,0.7101,I
DJI,LAP_2LID_QTL_DT,XA:2173,QTL_DECILE_02,2007,1.6238,I
DJI,LAP_2LID_QTL_DT,XA:2173,QTL_DECILE_03,2007,2.5485,I
DJI,LAP_2LID_QTL_DT,XA:2173,QTL_DECILE_04,2007,3.5393,I
DJI,LAP_2LID_QTL_DT,XA:2173,QTL_DECILE_05,2007,4.7655,I
DJI,LAP_2LID_QTL_DT,XA:2173,QTL_DECILE_06,2007,6.0498,I
DJI,LAP_2LID_QTL_DT,XA:2173,QTL_DECILE_07,2007,8.1278,I
DJI,LAP_2LID_QTL_DT,XA:2173,QTL_DECILE_08,2007,10.6952,I
DJI,LAP_2LID_QTL_DT,XA:2173,QTL_DECILE_09,2007,16.5254,I
DJI,LAP_2LID_QTL_DT,XA:2173,QTL_DECILE_10,2007,45.4145,I
DJI,LAP_2LID_QTL_DT,XA:2173,QTL_DECILE_01,2008,0.7138,I
DJI,LAP_2LID_QTL_DT,XA:2173,QTL_DECILE_02,2008,1.632,I
DJI,LAP_2LID_QTL_DT,XA:2173,QTL_DECILE_03,2008,2.5601,I
DJI,LAP_2LID_QTL_DT,XA:2173,QTL_DECILE_04,2008,3.5529,I
DJI,LAP_2LID_QTL_DT,XA:2173,QTL_DECILE_05,2008,4.7782,I
DJI,LAP_2LID_QTL_DT,XA:2173,QTL_DECILE_06,2008,6.0635,I
DJI,LAP_2LID_QTL_DT,XA:2173,QTL_DECILE_07,2008,8.1363,I
DJI,LAP_2LID_QTL_DT,XA:2173,QTL_DECILE_08,2008,10.7031,I
DJI,LAP_2LID_QTL_DT,XA:2173,QTL_DECILE_09,2008,16.5246,I
DJI,LAP_2LID_QTL_DT,XA:2173,QTL_DECILE_10,2008,45.3354,I
DJI,LAP_2LID_QTL_DT,XA:2173,QTL_DECILE_01,2009,0.7177,I
DJI,LAP_2LID_QTL_DT,XA:2173,QTL_DECILE_02,2009,1.6405,I
DJI,LAP_2LID_QTL_DT,XA:2173,QTL_DECILE_03,2009,2.5719,I
DJI,LAP_2LID_QTL_DT,XA:2173,QTL_DECILE_04,2009,3.5664,I
DJI,LAP_2LID_QTL_DT,XA:2173,QTL_DECILE_05,2009,4.7905,I
DJI,LAP_2LID_QTL_DT,XA:2173,QTL_DECILE_06,2009,6.0769,I
DJI,LAP_2LID_QTL_DT,XA:2173,QTL_DECILE_07,2009,8.1429,I
DJI,LAP_2LID_QTL_DT,XA:2173,QTL_DECILE_08,2009,10.709,I
DJI,LAP_2LID_QTL_DT,XA:2173,QTL_DECILE_09,2009,16.521,I
DJI,LAP_2LID_QTL_DT,XA:2173,QTL_DECILE_10,2009,45.2633,I
DJI,LAP_2LID_QTL_DT,XA:2173,QTL_DECILE_01,2010,0.7218,I
DJI,LAP_2LID_QTL_DT,XA:2173,QTL_DECILE_02,2010,1.6494,I
DJI,LAP_2LID_QTL_DT,XA:2173,QTL_DECILE_03,2010,2.5841,I
DJI,LAP_2LID_QTL_DT,XA:2173,QTL_DECILE_04,2010,3.5804,I
DJI,LAP_2LID_QTL_DT,XA:2173,QTL_DECILE_05,2010,4.8028,I
DJI,LAP_2LID_QTL_DT,XA:2173,QTL_DECILE_06,2010,6.0904,I
DJI,LAP_2LID_QTL_DT,XA:2173,QTL_DECILE_07,2010,8.1486,I
DJI,LAP_2LID_QTL_DT,XA:2173,QTL_DECILE_08,2010,10.7136,I
DJI,LAP_2LID_QTL_DT,XA:2173,QTL_DECILE_09,2010,16.5151,I
DJI,LAP_2LID_QTL_DT,XA:2173,QTL_DECILE_10,2010,45.1939,I
DJI,LAP_2LID_QTL_DT,XA:2173,QTL_DECILE_01,2011,0.7257,I
DJI,LAP_2LID_QTL_DT,XA:2173,QTL_DECILE_02,2011,1.6575,I
DJI,LAP_2LID_QTL_DT,XA:2173,QTL_DECILE_03,2011,2.595,I
DJI,LAP_2LID_QTL_DT,XA:2173,QTL_DECILE_04,2011,3.5926,I
DJI,LAP_2LID_QTL_DT,XA:2173,QTL_DECILE_05,2011,4.8126,I
DJI,LAP_2LID_QTL_DT,XA:2173,QTL_DECILE_06,2011,6.1013,I
DJI,LAP_2LID_QTL_DT,XA:2173,QTL_DECILE_07,2011,8.1495,I
DJI,LAP_2LID_QTL_DT,XA:2173,QTL_DECILE_08,2011,10.7133,I
DJI,LAP_2LID_QTL_DT,XA:2173,QTL_DECILE_09,2011,16.5036,I
DJI,LAP_2LID_QTL_DT,XA:2173,QTL_DECILE_10,2011,45.1489,I
DJI,LAP_2LID_QTL_DT,XA:2173,QTL_DECILE_01,2012,0.7307,I
DJI,LAP_2LID_QTL_DT,XA:2173,QTL_DECILE_02,2012,1.6683,I
DJI,LAP_2LID_QTL_DT,XA:2173,QTL_DECILE_03,2012,2.61,I
DJI,LAP_2LID_QTL_DT,XA:2173,QTL_DECILE_04,2012,3.6098,I
DJI,LAP_2LID_QTL_DT,XA:2173,QTL_DECILE_05,2012,4.828,I
DJI,LAP_2LID_QTL_DT,XA:2173,QTL_DECILE_06,2012,6.1182,I
DJI,LAP_2LID_QTL_DT,XA:2173,QTL_DECILE_07,2012,8.1575,I
DJI,LAP_2LID_QTL_DT,XA:2173,QTL_DECILE_08,2012,10.7202,I
DJI,LAP_2LID_QTL_DT,XA:2173,QTL_DECILE_09,2012,16.4982,I
DJI,LAP_2LID_QTL_DT,XA:2173,QTL_DECILE_10,2012,45.0591,I
DJI,LAP_2LID_QTL_DT,XA:2173,QTL_DECILE_01,2013,0.736,I
DJI,LAP_2LID_QTL_DT,XA:2173,QTL_DECILE_02,2013,1.68,I
DJI,LAP_2LID_QTL_DT,XA:2173,QTL_DECILE_03,2013,2.6263,I
DJI,LAP_2LID_QTL_DT,XA:2173,QTL_DECILE_04,2013,3.6286,I
DJI,LAP_2LID_QTL_DT,XA:2173,QTL_DECILE_05,2013,4.845,I
DJI,LAP_2LID_QTL_DT,XA:2173,QTL_DECILE_06,2013,6.1367,I
DJI,LAP_2LID_QTL_DT,XA:2173,QTL_DECILE_07,2013,8.1668,I
DJI,LAP_2LID_QTL_DT,XA:2173,QTL_DECILE_08,2013,10.7284,I
DJI,LAP_2LID_QTL_DT,XA:2173,QTL_DECILE_09,2013,16.4932,I
DJI,LAP_2LID_QTL_DT,XA:2173,QTL_DECILE_10,2013,44.9591,I
DJI,LAP_2LID_QTL_DT,XA:2173,QTL_DECILE_01,2014,0.7427,I
DJI,LAP_2LID_QTL_DT,XA:2173,QTL_DECILE_02,2014,1.6953,I
DJI,LAP_2LID_QTL_DT,XA:2173,QTL_DECILE_03,2014,2.6481,I
DJI,LAP_2LID_QTL_DT,XA:2173,QTL_DECILE_04,2014,3.6544,I
DJI,LAP_2LID_QTL_DT,XA:2173,QTL_DECILE_05,2014,4.87,I
DJI,LAP_2LID_QTL_DT,XA:2173,QTL_DECILE_06,2014,6.1637,I
DJI,LAP_2LID_QTL_DT,XA:2173,QTL_DECILE_07,2014,8.1866,I
DJI,LAP_2LID_QTL_DT,XA:2173,QTL_DECILE_08,2014,10.7476,I
DJI,LAP_2LID_QTL_DT,XA:2173,QTL_DECILE_09,2014,16.4979,I
DJI,LAP_2LID_QTL_DT,XA:2173,QTL_DECILE_10,2014,44.7937,I
DJI,LAP_2LID_QTL_DT,XA:2173,QTL_DECILE_01,2015,0.748,I
DJI,LAP_2LID_QTL_DT,XA:2173,QTL_DECILE_02,2015,1.7065,I
DJI,LAP_2LID_QTL_DT,XA:2173,QTL_DECILE_03,2015,2.6632,I
DJI,LAP_2LID_QTL_DT,XA:2173,QTL_DECILE_04,2015,3.6715,I
DJI,LAP_2LID_QTL_DT,XA:2173,QTL_DECILE_05,2015,4.8843,I
DJI,LAP_2LID_QTL_DT,XA:2173,QTL_DECILE_06,2015,6.1796,I
DJI,LAP_2LID_QTL_DT,XA:2173,QTL_DECILE_07,2015,8.1905,I
DJI,LAP_2LID_QTL_DT,XA:2173,QTL_DECILE_08,2015,10.75,I
DJI,LAP_2LID_QTL_DT,XA:2173,QTL_DECILE_09,2015,16.486,I
DJI,LAP_2LID_QTL_DT,XA:2173,QTL_DECILE_10,2015,44.7205,I
DJI,LAP_2LID_QTL_DT,XA:2173,QTL_DECILE_01,2016,0.7541,I
DJI,LAP_2LID_QTL_DT,XA:2173,QTL_DECILE_02,2016,1.7198,I
DJI,LAP_2LID_QTL_DT,XA:2173,QTL_DECILE_03,2016,2.6816,I
DJI,LAP_2LID_QTL_DT,XA:2173,QTL_DECILE_04,2016,3.6927,I
DJI,LAP_2LID_QTL_DT,XA:2173,QTL_DECILE_05,2016,4.9034,I
DJI,LAP_2LID_QTL_DT,XA:2173,QTL_DECILE_06,2016,6.2004,I
DJI,LAP_2LID_QTL_DT,XA:2173,QTL_DECILE_07,2016,8.2005,I
DJI,LAP_2LID_QTL_DT,XA:2173,QTL_DECILE_08,2016,10.7588,I
DJI,LAP_2LID_QTL_DT,XA:2173,QTL_DECILE_09,2016,16.4795,I
DJI,LAP_2LID_QTL_DT,XA:2173,QTL_DECILE_10,2016,44.6093,I
DJI,LAP_2LID_QTL_DT,XA:2173,QTL_DECILE_01,2017,0.7603,I
DJI,LAP_2LID_QTL_DT,XA:2173,QTL_DECILE_02,2017,1.7332,I
DJI,LAP_2LID_QTL_DT,XA:2173,QTL_DECILE_03,2017,2.7002,I
DJI,LAP_2LID_QTL_DT,XA:2173,QTL_DECILE_04,2017,3.714,I
DJI,LAP_2LID_QTL_DT,XA:2173,QTL_DECILE_05,2017,4.9224,I
DJI,LAP_2LID_QTL_DT,XA:2173,QTL_DECILE_06,2017,6.2212,I
DJI,LAP_2LID_QTL_DT,XA:2173,QTL_DECILE_07,2017,8.2099,I
DJI,LAP_2LID_QTL_DT,XA:2173,QTL_DECILE_08,2017,10.7668,I
DJI,LAP_2LID_QTL_DT,XA:2173,QTL_DECILE_09,2017,16.4719,I
DJI,LAP_2LID_QTL_DT,XA:2173,QTL_DECILE_10,2017,44.4999,I
DNK,LAP_2LID_QTL_DT,XA:2181,QTL_DECILE_01,2004,3.1377,M
DNK,LAP_2LID_QTL_DT,XA:2181,QTL_DECILE_02,2004,5.3442,M
DNK,LAP_2LID_QTL_DT,XA:2181,QTL_DECILE_03,2004,6.553,M
DNK,LAP_2LID_QTL_DT,XA:2181,QTL_DECILE_04,2004,7.5039,M
DNK,LAP_2LID_QTL_DT,XA:2181,QTL_DECILE_05,2004,8.3069,M
DNK,LAP_2LID_QTL_DT,XA:2181,QTL_DECILE_06,2004,9.1049,M
DNK,LAP_2LID_QTL_DT,XA:2181,QTL_DECILE_07,2004,9.9835,M
DNK,LAP_2LID_QTL_DT,XA:2181,QTL_DECILE_08,2004,11.2908,M
DNK,LAP_2LID_QTL_DT,XA:2181,QTL_DECILE_09,2004,13.4989,M
DNK,LAP_2LID_QTL_DT,XA:2181,QTL_DECILE_10,2004,25.2761,M
DNK,LAP_2LID_QTL_DT,XA:2181,QTL_DECILE_01,2005,3.1352,M
DNK,LAP_2LID_QTL_DT,XA:2181,QTL_DECILE_02,2005,5.3451,M
DNK,LAP_2LID_QTL_DT,XA:2181,QTL_DECILE_03,2005,6.5538,M
DNK,LAP_2LID_QTL_DT,XA:2181,QTL_DECILE_04,2005,7.5023,M
DNK,LAP_2LID_QTL_DT,XA:2181,QTL_DECILE_05,2005,8.3071,M
DNK,LAP_2LID_QTL_DT,XA:2181,QTL_DECILE_06,2005,9.1074,M
DNK,LAP_2LID_QTL_DT,XA:2181,QTL_DECILE_07,2005,9.9866,M
DNK,LAP_2LID_QTL_DT,XA:2181,QTL_DECILE_08,2005,11.2989,M
DNK,LAP_2LID_QTL_DT,XA:2181,QTL_DECILE_09,2005,13.5078,M
DNK,LAP_2LID_QTL_DT,XA:2181,QTL_DECILE_10,2005,25.2557,M
DNK,LAP_2LID_QTL_DT,XA:2181,QTL_DECILE_01,2006,3.1326,M
DNK,LAP_2LID_QTL_DT,XA:2181,QTL_DECILE_02,2006,5.3459,M
DNK,LAP_2LID_QTL_DT,XA:2181,QTL_DECILE_03,2006,6.5544,M
DNK,LAP_2LID_QTL_DT,XA:2181,QTL_DECILE_04,2006,7.5005,M
DNK,LAP_2LID_QTL_DT,XA:2181,QTL_DECILE_05,2006,8.3067,M
DNK,LAP_2LID_QTL_DT,XA:2181,QTL_DECILE_06,2006,9.1091,M
DNK,LAP_2LID_QTL_DT,XA:2181,QTL_DECILE_07,2006,9.9888,M
DNK,LAP_2LID_QTL_DT,XA:2181,QTL_DECILE_08,2006,11.3065,M
DNK,LAP_2LID_QTL_DT,XA:2181,QTL_DECILE_09,2006,13.5162,M
DNK,LAP_2LID_QTL_DT,XA:2181,QTL_DECILE_10,2006,25.2392,M
DNK,LAP_2LID_QTL_DT,XA:2181,QTL_DECILE_01,2007,3.1307,
DNK,LAP_2LID_QTL_DT,XA:2181,QTL_DECILE_02,2007,5.3469,
DNK,LAP_2LID_QTL_DT,XA:2181,QTL_DECILE_03,2007,6.5557,
DNK,LAP_2LID_QTL_DT,XA:2181,QTL_DECILE_04,2007,7.4997,
DNK,LAP_2LID_QTL_DT,XA:2181,QTL_DECILE_05,2007,8.3079,
DNK,LAP_2LID_QTL_DT,XA:2181,QTL_DECILE_06,2007,9.1127,
DNK,LAP_2LID_QTL_DT,XA:2181,QTL_DECILE_07,2007,9.9928,
DNK,LAP_2LID_QTL_DT,XA:2181,QTL_DECILE_08,2007,11.3137,
DNK,LAP_2LID_QTL_DT,XA:2181,QTL_DECILE_09,2007,13.524,
DNK,LAP_2LID_QTL_DT,XA:2181,QTL_DECILE_10,2007,25.2158,
DNK,LAP_2LID_QTL_DT,XA:2181,QTL_DECILE_01,2008,2.7915,
DNK,LAP_2LID_QTL_DT,XA:2181,QTL_DECILE_02,2008,5.3213,
DNK,LAP_2LID_QTL_DT,XA:2181,QTL_DECILE_03,2008,6.5888,
DNK,LAP_2LID_QTL_DT,XA:2181,QTL_DECILE_04,2008,7.4901,
DNK,LAP_2LID_QTL_DT,XA:2181,QTL_DECILE_05,2008,8.3712,
DNK,LAP_2LID_QTL_DT,XA:2181,QTL_DECILE_06,2008,9.3003,
DNK,LAP_2LID_QTL_DT,XA:2181,QTL_DECILE_07,2008,10.3681,
DNK,LAP_2LID_QTL_DT,XA:2181,QTL_DECILE_08,2008,11.9299,
DNK,LAP_2LID_QTL_DT,XA:2181,QTL_DECILE_09,2008,14.3914,
DNK,LAP_2LID_QTL_DT,XA:2181,QTL_DECILE_10,2008,23.4474,
DNK,LAP_2LID_QTL_DT,XA:2181,QTL_DECILE_01,2009,2.7422,M
DNK,LAP_2LID_QTL_DT,XA:2181,QTL_DECILE_02,2009,5.4114,M
DNK,LAP_2LID_QTL_DT,XA:2181,QTL_DECILE_03,2009,6.7277,M
DNK,LAP_2LID_QTL_DT,XA:2181,QTL_DECILE_04,2009,7.6578,M
DNK,LAP_2LID_QTL_DT,XA:2181,QTL_DECILE_05,2009,8.5125,M
DNK,LAP_2LID_QTL_DT,XA:2181,QTL_DECILE_06,2009,9.4204,M
DNK,LAP_2LID_QTL_DT,XA:2181,QTL_DECILE_07,2009,10.4497,M
DNK,LAP_2LID_QTL_DT,XA:2181,QTL_DECILE_08,2009,11.8906,M
DNK,LAP_2LID_QTL_DT,XA:2181,QTL_DECILE_09,2009,14.1596,M
DNK,LAP_2LID_QTL_DT,XA:2181,QTL_DECILE_10,2009,23.0281,M
DNK,LAP_2LID_QTL_DT,XA:2181,QTL_DECILE_01,2010,2.6928,
DNK,LAP_2LID_QTL_DT,XA:2181,QTL_DECILE_02,2010,5.5014,
DNK,LAP_2LID_QTL_DT,XA:2181,QTL_DECILE_03,2010,6.8666,
DNK,LAP_2LID_QTL_DT,XA:2181,QTL_DECILE_04,2010,7.8256,
DNK,LAP_2LID_QTL_DT,XA:2181,QTL_DECILE_05,2010,8.6539,
DNK,LAP_2LID_QTL_DT,XA:2181,QTL_DECILE_06,2010,9.5404,
DNK,LAP_2LID_QTL_DT,XA:2181,QTL_DECILE_07,2010,10.5312,
DNK,LAP_2LID_QTL_DT,XA:2181,QTL_DECILE_08,2010,11.8514,
