ref_area,indicator,source,time,obs_value,obs_status
SAU,SDG_1041_NOC_RT,XA:2114,2008,20.4,I
SAU,SDG_1041_NOC_RT,XA:2114,2009,27.2,I
SAU,SDG_1041_NOC_RT,XA:2114,2010,24.6,I
SAU,SDG_1041_NOC_RT,XA:2114,2011,21,I
SAU,SDG_1041_NOC_RT,XA:2114,2012,20.7,I
SAU,SDG_1041_NOC_RT,XA:2114,2013,20.7,I
SAU,SDG_1041_NOC_RT,XA:2114,2014,21.8,I
SAU,SDG_1041_NOC_RT,XA:2114,2015,29.2,I
SAU,SDG_1041_NOC_RT,XA:2114,2016,30.6,I
SAU,SDG_1041_NOC_RT,XA:2114,2017,31.5,I
SDN,SDG_1041_NOC_RT,XA:2116,2004,34.3,I
SDN,SDG_1041_NOC_RT,XA:2116,2005,35.1,I
SDN,SDG_1041_NOC_RT,XA:2116,2006,34.1,I
SDN,SDG_1041_NOC_RT,XA:2116,2007,34.1,I
SDN,SDG_1041_NOC_RT,XA:2116,2008,34.3,I
SDN,SDG_1041_NOC_RT,XA:2116,2009,34.9,I
SDN,SDG_1041_NOC_RT,XA:2116,2010,34.6,I
SDN,SDG_1041_NOC_RT,XA:2116,2011,35.1,I
SDN,SDG_1041_NOC_RT,XA:2116,2012,37.5,I
SDN,SDG_1041_NOC_RT,XA:2116,2013,34.2,I
SDN,SDG_1041_NOC_RT,XA:2116,2014,34,I
SDN,SDG_1041_NOC_RT,XA:2116,2015,34.5,I
SDN,SDG_1041_NOC_RT,XA:2116,2016,34.2,I
SDN,SDG_1041_NOC_RT,XA:2116,2017,34.4,I
SEN,SDG_1041_NOC_RT,XA:2118,2004,32.9,I
SEN,SDG_1041_NOC_RT,XA:2118,2005,35,I
SEN,SDG_1041_NOC_RT,XA:2118,2006,34.2,I
SEN,SDG_1041_NOC_RT,XA:2118,2007,34.9,I
SEN,SDG_1041_NOC_RT,XA:2118,2008,34.1,I
SEN,SDG_1041_NOC_RT,XA:2118,2009,34.9,I
SEN,SDG_1041_NOC_RT,XA:2118,2010,33.1,I
SEN,SDG_1041_NOC_RT,XA:2118,2011,34.4,I
SEN,SDG_1041_NOC_RT,XA:2118,2012,34.7,I
SEN,SDG_1041_NOC_RT,XA:2118,2013,34.7,I
SEN,SDG_1041_NOC_RT,XA:2118,2014,34.6,I
SEN,SDG_1041_NOC_RT,XA:2118,2015,33.6,I
SEN,SDG_1041_NOC_RT,XA:2118,2016,32.9,I
SEN,SDG_1041_NOC_RT,XA:2118,2017,32.5,I
SGP,SDG_1041_NOC_RT,XA:2120,2004,45.6,I
SGP,SDG_1041_NOC_RT,XA:2120,2005,46,I
SGP,SDG_1041_NOC_RT,XA:2120,2006,45.7,I
SGP,SDG_1041_NOC_RT,XA:2120,2007,45.7,I
SGP,SDG_1041_NOC_RT,XA:2120,2008,48.5,I
SGP,SDG_1041_NOC_RT,XA:2120,2009,48.9,I
SGP,SDG_1041_NOC_RT,XA:2120,2010,46.1,I
SGP,SDG_1041_NOC_RT,XA:2120,2011,46.3,I
SGP,SDG_1041_NOC_RT,XA:2120,2012,47.6,I
SGP,SDG_1041_NOC_RT,XA:2120,2013,48.6,I
SGP,SDG_1041_NOC_RT,XA:2120,2014,50,I
SGP,SDG_1041_NOC_RT,XA:2120,2015,50.1,I
SGP,SDG_1041_NOC_RT,XA:2120,2016,50.3,I
SGP,SDG_1041_NOC_RT,XA:2120,2017,49.2,I
SLB,SDG_1041_NOC_RT,XA:2122,2004,49.8,I
SLB,SDG_1041_NOC_RT,XA:2122,2005,49.1,I
SLB,SDG_1041_NOC_RT,XA:2122,2006,50.2,I
SLB,SDG_1041_NOC_RT,XA:2122,2007,49.7,I
SLB,SDG_1041_NOC_RT,XA:2122,2008,49.4,I
SLB,SDG_1041_NOC_RT,XA:2122,2009,51.1,I
SLB,SDG_1041_NOC_RT,XA:2122,2010,49.4,I
SLB,SDG_1041_NOC_RT,XA:2122,2011,48.2,I
SLB,SDG_1041_NOC_RT,XA:2122,2012,49.3,I
SLB,SDG_1041_NOC_RT,XA:2122,2013,49.5,I
SLB,SDG_1041_NOC_RT,XA:2122,2014,49.5,I
SLB,SDG_1041_NOC_RT,XA:2122,2015,49.4,I
SLB,SDG_1041_NOC_RT,XA:2122,2016,49.2,I
SLB,SDG_1041_NOC_RT,XA:2122,2017,49.1,I
SLE,SDG_1041_NOC_RT,XA:2124,2004,48.4,I
SLE,SDG_1041_NOC_RT,XA:2124,2005,48.5,I
SLE,SDG_1041_NOC_RT,XA:2124,2006,48.4,I
SLE,SDG_1041_NOC_RT,XA:2124,2007,48,I
SLE,SDG_1041_NOC_RT,XA:2124,2008,48.2,I
SLE,SDG_1041_NOC_RT,XA:2124,2009,48.3,I
SLE,SDG_1041_NOC_RT,XA:2124,2010,48,I
SLE,SDG_1041_NOC_RT,XA:2124,2011,47.8,I
SLE,SDG_1041_NOC_RT,XA:2124,2012,46.8,I
SLE,SDG_1041_NOC_RT,XA:2124,2013,45.9,I
SLE,SDG_1041_NOC_RT,XA:2124,2014,47.1,I
SLE,SDG_1041_NOC_RT,XA:2124,2015,49.5,I
SLE,SDG_1041_NOC_RT,XA:2124,2016,47.4,I
SLE,SDG_1041_NOC_RT,XA:2124,2017,47.5,I
SLV,SDG_1041_NOC_RT,XA:2126,2004,45.9,I
SLV,SDG_1041_NOC_RT,XA:2126,2005,45.7,I
SLV,SDG_1041_NOC_RT,XA:2126,2006,44.2,I
SLV,SDG_1041_NOC_RT,XA:2126,2007,45.6,I
SLV,SDG_1041_NOC_RT,XA:2126,2008,45.6,I
SLV,SDG_1041_NOC_RT,XA:2126,2009,47.7,I
SLV,SDG_1041_NOC_RT,XA:2126,2010,45.5,I
SLV,SDG_1041_NOC_RT,XA:2126,2011,44.8,I
SLV,SDG_1041_NOC_RT,XA:2126,2012,45.1,I
SLV,SDG_1041_NOC_RT,XA:2126,2013,45.2,I
SLV,SDG_1041_NOC_RT,XA:2126,2014,44.7,I
SLV,SDG_1041_NOC_RT,XA:2126,2015,45.3,I
SLV,SDG_1041_NOC_RT,XA:2126,2016,45,I
SLV,SDG_1041_NOC_RT,XA:2126,2017,45,I
SOM,SDG_1041_NOC_RT,XA:2128,2004,40.8,I
SOM,SDG_1041_NOC_RT,XA:2128,2005,40.5,I
SOM,SDG_1041_NOC_RT,XA:2128,2006,40.7,I
SOM,SDG_1041_NOC_RT,XA:2128,2007,40.6,I
SOM,SDG_1041_NOC_RT,XA:2128,2008,40.9,I
SOM,SDG_1041_NOC_RT,XA:2128,2009,40.5,I
SOM,SDG_1041_NOC_RT,XA:2128,2010,39.9,I
SOM,SDG_1041_NOC_RT,XA:2128,2011,39.8,I
SOM,SDG_1041_NOC_RT,XA:2128,2012,40.3,I
SOM,SDG_1041_NOC_RT,XA:2128,2013,40.1,I
SOM,SDG_1041_NOC_RT,XA:2128,2014,40.4,I
SOM,SDG_1041_NOC_RT,XA:2128,2015,39.2,I
SOM,SDG_1041_NOC_RT,XA:2128,2016,39,I
SOM,SDG_1041_NOC_RT,XA:2128,2017,39.6,I
SRB,SDG_1041_NOC_RT,XA:2130,2004,63.1,I
SRB,SDG_1041_NOC_RT,XA:2130,2005,60.9,I
SRB,SDG_1041_NOC_RT,XA:2130,2006,59.3,I
SRB,SDG_1041_NOC_RT,XA:2130,2007,59.3,I
SRB,SDG_1041_NOC_RT,XA:2130,2008,58.1,I
SRB,SDG_1041_NOC_RT,XA:2130,2009,55.9,I
SRB,SDG_1041_NOC_RT,XA:2130,2010,54.3,I
SRB,SDG_1041_NOC_RT,XA:2130,2011,52.1,I
SRB,SDG_1041_NOC_RT,XA:2130,2012,52.3,I
SRB,SDG_1041_NOC_RT,XA:2130,2013,52.4,I
SRB,SDG_1041_NOC_RT,XA:2130,2014,52.4,I
SRB,SDG_1041_NOC_RT,XA:2130,2015,53.1,I
SRB,SDG_1041_NOC_RT,XA:2130,2016,52.6,I
SRB,SDG_1041_NOC_RT,XA:2130,2017,52.5,I
SSD,SDG_1041_NOC_RT,XA:8371,2004,45.6,I
SSD,SDG_1041_NOC_RT,XA:8371,2005,45.6,I
SSD,SDG_1041_NOC_RT,XA:8371,2006,45.6,I
SSD,SDG_1041_NOC_RT,XA:8371,2007,45.5,I
SSD,SDG_1041_NOC_RT,XA:8371,2008,45.6,I
SSD,SDG_1041_NOC_RT,XA:8371,2009,45.8,I
SSD,SDG_1041_NOC_RT,XA:8371,2010,45.6,I
SSD,SDG_1041_NOC_RT,XA:8371,2011,45.5,I
SSD,SDG_1041_NOC_RT,XA:8371,2012,50.9,I
SSD,SDG_1041_NOC_RT,XA:8371,2013,45.1,I
SSD,SDG_1041_NOC_RT,XA:8371,2014,47,I
SSD,SDG_1041_NOC_RT,XA:8371,2015,47.6,I
SSD,SDG_1041_NOC_RT,XA:8371,2016,49,I
SSD,SDG_1041_NOC_RT,XA:8371,2017,48.6,I
STP,SDG_1041_NOC_RT,XA:2132,2004,41.5,I
STP,SDG_1041_NOC_RT,XA:2132,2005,40.7,I
STP,SDG_1041_NOC_RT,XA:2132,2006,40,I
STP,SDG_1041_NOC_RT,XA:2132,2007,41.8,I
STP,SDG_1041_NOC_RT,XA:2132,2008,40.1,I
STP,SDG_1041_NOC_RT,XA:2132,2009,41.9,I
STP,SDG_1041_NOC_RT,XA:2132,2010,40.5,I
STP,SDG_1041_NOC_RT,XA:2132,2011,41.1,I
STP,SDG_1041_NOC_RT,XA:2132,2012,41.5,I
STP,SDG_1041_NOC_RT,XA:2132,2013,40.9,I
STP,SDG_1041_NOC_RT,XA:2132,2014,40.3,I
STP,SDG_1041_NOC_RT,XA:2132,2015,41.2,I
STP,SDG_1041_NOC_RT,XA:2132,2016,41,I
STP,SDG_1041_NOC_RT,XA:2132,2017,41,I
SUR,SDG_1041_NOC_RT,XA:2134,2004,46,I
SUR,SDG_1041_NOC_RT,XA:2134,2005,46.4,I
SUR,SDG_1041_NOC_RT,XA:2134,2006,46.2,I
SUR,SDG_1041_NOC_RT,XA:2134,2007,46.3,I
SUR,SDG_1041_NOC_RT,XA:2134,2008,46.4,I
SUR,SDG_1041_NOC_RT,XA:2134,2009,46.7,I
SUR,SDG_1041_NOC_RT,XA:2134,2010,46.3,I
SUR,SDG_1041_NOC_RT,XA:2134,2011,46.2,I
SUR,SDG_1041_NOC_RT,XA:2134,2012,46.7,I
SUR,SDG_1041_NOC_RT,XA:2134,2013,46.7,I
SUR,SDG_1041_NOC_RT,XA:2134,2014,47.1,I
SUR,SDG_1041_NOC_RT,XA:2134,2015,47.6,I
SUR,SDG_1041_NOC_RT,XA:2134,2016,48,I
SUR,SDG_1041_NOC_RT,XA:2134,2017,46.9,I
SVK,SDG_1041_NOC_RT,XA:2136,2004,44.8,M
SVK,SDG_1041_NOC_RT,XA:2136,2005,45.5,
SVK,SDG_1041_NOC_RT,XA:2136,2006,44.5,M
SVK,SDG_1041_NOC_RT,XA:2136,2007,43.8,
SVK,SDG_1041_NOC_RT,XA:2136,2008,45.7,
SVK,SDG_1041_NOC_RT,XA:2136,2009,48,
SVK,SDG_1041_NOC_RT,XA:2136,2010,46.6,
SVK,SDG_1041_NOC_RT,XA:2136,2011,47.2,
SVK,SDG_1041_NOC_RT,XA:2136,2012,45.7,
SVK,SDG_1041_NOC_RT,XA:2136,2013,48.4,
SVK,SDG_1041_NOC_RT,XA:2136,2014,49,M
SVK,SDG_1041_NOC_RT,XA:2136,2015,49.8,M
SVK,SDG_1041_NOC_RT,XA:2136,2016,51.1,M
SVK,SDG_1041_NOC_RT,XA:2136,2017,51,M
SVN,SDG_1041_NOC_RT,XA:2138,2004,57.3,M
SVN,SDG_1041_NOC_RT,XA:2138,2005,57.2,M
SVN,SDG_1041_NOC_RT,XA:2138,2006,57.5,
SVN,SDG_1041_NOC_RT,XA:2138,2007,56.2,
SVN,SDG_1041_NOC_RT,XA:2138,2008,56.2,
SVN,SDG_1041_NOC_RT,XA:2138,2009,60.2,
SVN,SDG_1041_NOC_RT,XA:2138,2010,61.4,
SVN,SDG_1041_NOC_RT,XA:2138,2011,59,
SVN,SDG_1041_NOC_RT,XA:2138,2012,59.7,
SVN,SDG_1041_NOC_RT,XA:2138,2013,60.6,
SVN,SDG_1041_NOC_RT,XA:2138,2014,59.4,
SVN,SDG_1041_NOC_RT,XA:2138,2015,58.4,
SVN,SDG_1041_NOC_RT,XA:2138,2016,58.8,
SVN,SDG_1041_NOC_RT,XA:2138,2017,58.4,M
SWE,SDG_1041_NOC_RT,XA:2140,2004,56.1,M
SWE,SDG_1041_NOC_RT,XA:2140,2005,56.5,M
SWE,SDG_1041_NOC_RT,XA:2140,2006,55.5,
SWE,SDG_1041_NOC_RT,XA:2140,2007,55.3,M
SWE,SDG_1041_NOC_RT,XA:2140,2008,55.4,
SWE,SDG_1041_NOC_RT,XA:2140,2009,54.8,
SWE,SDG_1041_NOC_RT,XA:2140,2010,53.9,
SWE,SDG_1041_NOC_RT,XA:2140,2011,53.8,
SWE,SDG_1041_NOC_RT,XA:2140,2012,57.2,
SWE,SDG_1041_NOC_RT,XA:2140,2013,57.8,
SWE,SDG_1041_NOC_RT,XA:2140,2014,55.2,
SWE,SDG_1041_NOC_RT,XA:2140,2015,55.6,
SWE,SDG_1041_NOC_RT,XA:2140,2016,55.5,M
SWE,SDG_1041_NOC_RT,XA:2140,2017,55.4,M
SWZ,SDG_1041_NOC_RT,XA:2142,2004,37.1,I
SWZ,SDG_1041_NOC_RT,XA:2142,2005,36.4,I
SWZ,SDG_1041_NOC_RT,XA:2142,2006,36.5,I
SWZ,SDG_1041_NOC_RT,XA:2142,2007,37.2,I
SWZ,SDG_1041_NOC_RT,XA:2142,2008,38.7,I
SWZ,SDG_1041_NOC_RT,XA:2142,2009,38.6,I
SWZ,SDG_1041_NOC_RT,XA:2142,2010,37.9,I
SWZ,SDG_1041_NOC_RT,XA:2142,2011,38.6,I
SWZ,SDG_1041_NOC_RT,XA:2142,2012,37.8,I
SWZ,SDG_1041_NOC_RT,XA:2142,2013,37.4,I
SWZ,SDG_1041_NOC_RT,XA:2142,2014,39.2,I
SWZ,SDG_1041_NOC_RT,XA:2142,2015,39.9,I
SWZ,SDG_1041_NOC_RT,XA:2142,2016,39.7,I
SWZ,SDG_1041_NOC_RT,XA:2142,2017,39.6,I
SYR,SDG_1041_NOC_RT,XA:2144,2004,40.3,I
SYR,SDG_1041_NOC_RT,XA:2144,2005,40,I
SYR,SDG_1041_NOC_RT,XA:2144,2006,39.9,I
SYR,SDG_1041_NOC_RT,XA:2144,2007,40.2,I
SYR,SDG_1041_NOC_RT,XA:2144,2008,38.6,I
SYR,SDG_1041_NOC_RT,XA:2144,2009,38.4,I
SYR,SDG_1041_NOC_RT,XA:2144,2010,38.4,I
SYR,SDG_1041_NOC_RT,XA:2144,2011,39.4,I
SYR,SDG_1041_NOC_RT,XA:2144,2012,41.1,I
SYR,SDG_1041_NOC_RT,XA:2144,2013,41.4,I
SYR,SDG_1041_NOC_RT,XA:2144,2014,39,I
SYR,SDG_1041_NOC_RT,XA:2144,2015,39.5,I
SYR,SDG_1041_NOC_RT,XA:2144,2016,39.3,I
SYR,SDG_1041_NOC_RT,XA:2144,2017,39.4,I
TCD,SDG_1041_NOC_RT,XA:2146,2004,52.4,I
TCD,SDG_1041_NOC_RT,XA:2146,2005,54.8,I
TCD,SDG_1041_NOC_RT,XA:2146,2006,54.4,I
TCD,SDG_1041_NOC_RT,XA:2146,2007,57.3,I
TCD,SDG_1041_NOC_RT,XA:2146,2008,54.8,I
TCD,SDG_1041_NOC_RT,XA:2146,2009,61.5,I
TCD,SDG_1041_NOC_RT,XA:2146,2010,53.9,I
TCD,SDG_1041_NOC_RT,XA:2146,2011,55.5,I
TCD,SDG_1041_NOC_RT,XA:2146,2012,54.3,I
TCD,SDG_1041_NOC_RT,XA:2146,2013,54.5,I
TCD,SDG_1041_NOC_RT,XA:2146,2014,54.2,I
TCD,SDG_1041_NOC_RT,XA:2146,2015,54.7,I
TCD,SDG_1041_NOC_RT,XA:2146,2016,55.8,I
TCD,SDG_1041_NOC_RT,XA:2146,2017,55.6,I
TGO,SDG_1041_NOC_RT,XA:2148,2004,40.9,I
TGO,SDG_1041_NOC_RT,XA:2148,2005,41.4,I
TGO,SDG_1041_NOC_RT,XA:2148,2006,40.4,I
TGO,SDG_1041_NOC_RT,XA:2148,2007,40.8,I
TGO,SDG_1041_NOC_RT,XA:2148,2008,40.1,I
TGO,SDG_1041_NOC_RT,XA:2148,2009,39.9,I
TGO,SDG_1041_NOC_RT,XA:2148,2010,39.8,I
TGO,SDG_1041_NOC_RT,XA:2148,2011,39.6,I
TGO,SDG_1041_NOC_RT,XA:2148,2012,39.6,I
TGO,SDG_1041_NOC_RT,XA:2148,2013,39.5,I
TGO,SDG_1041_NOC_RT,XA:2148,2014,39.5,I
TGO,SDG_1041_NOC_RT,XA:2148,2015,39.4,I
TGO,SDG_1041_NOC_RT,XA:2148,2016,39.4,I
TGO,SDG_1041_NOC_RT,XA:2148,2017,39.4,I
THA,SDG_1041_NOC_RT,XA:2150,2004,49.7,I
THA,SDG_1041_NOC_RT,XA:2150,2005,50.1,I
THA,SDG_1041_NOC_RT,XA:2150,2006,49.9,I
THA,SDG_1041_NOC_RT,XA:2150,2007,49.8,I
THA,SDG_1041_NOC_RT,XA:2150,2008,50.6,I
THA,SDG_1041_NOC_RT,XA:2150,2009,50.7,I
THA,SDG_1041_NOC_RT,XA:2150,2010,49,I
THA,SDG_1041_NOC_RT,XA:2150,2011,51,I
THA,SDG_1041_NOC_RT,XA:2150,2012,49.8,I
THA,SDG_1041_NOC_RT,XA:2150,2013,49.9,I
THA,SDG_1041_NOC_RT,XA:2150,2014,48.7,I
THA,SDG_1041_NOC_RT,XA:2150,2015,48,I
THA,SDG_1041_NOC_RT,XA:2150,2016,47.7,I
THA,SDG_1041_NOC_RT,XA:2150,2017,48.2,I
TJK,SDG_1041_NOC_RT,XA:2152,2004,24,M
TJK,SDG_1041_NOC_RT,XA:2152,2005,25,M
TJK,SDG_1041_NOC_RT,XA:2152,2006,24,M
TJK,SDG_1041_NOC_RT,XA:2152,2007,24,M
TJK,SDG_1041_NOC_RT,XA:2152,2008,21.4,M
TJK,SDG_1041_NOC_RT,XA:2152,2009,24.3,
TJK,SDG_1041_NOC_RT,XA:2152,2010,24.8,M
TJK,SDG_1041_NOC_RT,XA:2152,2011,24.2,M
TJK,SDG_1041_NOC_RT,XA:2152,2012,24.9,M
TJK,SDG_1041_NOC_RT,XA:2152,2013,27.1,M
TJK,SDG_1041_NOC_RT,XA:2152,2014,28.4,M
TJK,SDG_1041_NOC_RT,XA:2152,2015,28.9,M
TJK,SDG_1041_NOC_RT,XA:2152,2016,28.6,M
TJK,SDG_1041_NOC_RT,XA:2152,2017,28.5,M
TKM,SDG_1041_NOC_RT,XA:1987,2004,45.9,I
TKM,SDG_1041_NOC_RT,XA:1987,2005,46,I
TKM,SDG_1041_NOC_RT,XA:1987,2006,46.1,I
TKM,SDG_1041_NOC_RT,XA:1987,2007,46.1,I
TKM,SDG_1041_NOC_RT,XA:1987,2008,45.8,I
TKM,SDG_1041_NOC_RT,XA:1987,2009,46.2,I
TKM,SDG_1041_NOC_RT,XA:1987,2010,46.2,I
TKM,SDG_1041_NOC_RT,XA:1987,2011,46,I
TKM,SDG_1041_NOC_RT,XA:1987,2012,46.2,I
TKM,SDG_1041_NOC_RT,XA:1987,2013,46.3,I
TKM,SDG_1041_NOC_RT,XA:1987,2014,46.3,I
TKM,SDG_1041_NOC_RT,XA:1987,2015,46.5,I
TKM,SDG_1041_NOC_RT,XA:1987,2016,46.5,I
TKM,SDG_1041_NOC_RT,XA:1987,2017,46.6,I
TLS,SDG_1041_NOC_RT,XA:2156,2004,48.4,I
TLS,SDG_1041_NOC_RT,XA:2156,2005,47.2,I
TLS,SDG_1041_NOC_RT,XA:2156,2006,46.7,I
TLS,SDG_1041_NOC_RT,XA:2156,2007,45.2,I
TLS,SDG_1041_NOC_RT,XA:2156,2008,44.6,I
TLS,SDG_1041_NOC_RT,XA:2156,2009,45,I
TLS,SDG_1041_NOC_RT,XA:2156,2010,45.1,I
TLS,SDG_1041_NOC_RT,XA:2156,2011,44.7,I
TLS,SDG_1041_NOC_RT,XA:2156,2012,44.8,I
TLS,SDG_1041_NOC_RT,XA:2156,2013,45.4,I
TLS,SDG_1041_NOC_RT,XA:2156,2014,46.2,I
TLS,SDG_1041_NOC_RT,XA:2156,2015,46,I
TLS,SDG_1041_NOC_RT,XA:2156,2016,45.7,I
TLS,SDG_1041_NOC_RT,XA:2156,2017,46.8,I
TON,SDG_1041_NOC_RT,XA:2158,2004,46.2,I
TON,SDG_1041_NOC_RT,XA:2158,2005,46.5,I
TON,SDG_1041_NOC_RT,XA:2158,2006,47.5,I
TON,SDG_1041_NOC_RT,XA:2158,2007,46.9,I
TON,SDG_1041_NOC_RT,XA:2158,2008,45.8,I
TON,SDG_1041_NOC_RT,XA:2158,2009,45.7,I
TON,SDG_1041_NOC_RT,XA:2158,2010,45.5,I
TON,SDG_1041_NOC_RT,XA:2158,2011,45.9,I
TON,SDG_1041_NOC_RT,XA:2158,2012,46.9,I
TON,SDG_1041_NOC_RT,XA:2158,2013,46.8,I
TON,SDG_1041_NOC_RT,XA:2158,2014,45.6,I
TON,SDG_1041_NOC_RT,XA:2158,2015,45.4,I
TON,SDG_1041_NOC_RT,XA:2158,2016,45.1,I
TON,SDG_1041_NOC_RT,XA:2158,2017,45.7,I
TTO,SDG_1041_NOC_RT,XA:2160,2004,59.5,I
TTO,SDG_1041_NOC_RT,XA:2160,2005,59.6,I
TTO,SDG_1041_NOC_RT,XA:2160,2006,58.2,I
TTO,SDG_1041_NOC_RT,XA:2160,2007,59.8,I
TTO,SDG_1041_NOC_RT,XA:2160,2008,59.9,I
TTO,SDG_1041_NOC_RT,XA:2160,2009,61.4,I
TTO,SDG_1041_NOC_RT,XA:2160,2010,60.1,I
TTO,SDG_1041_NOC_RT,XA:2160,2011,63.1,I
TTO,SDG_1041_NOC_RT,XA:2160,2012,61.9,I
TTO,SDG_1041_NOC_RT,XA:2160,2013,62.9,I
TTO,SDG_1041_NOC_RT,XA:2160,2014,64.3,I
TTO,SDG_1041_NOC_RT,XA:2160,2015,61.9,I
TTO,SDG_1041_NOC_RT,XA:2160,2016,64.7,I
TTO,SDG_1041_NOC_RT,XA:2160,2017,64.1,I
TUN,SDG_1041_NOC_RT,XA:2162,2004,43.9,I
TUN,SDG_1041_NOC_RT,XA:2162,2005,44.1,I
TUN,SDG_1041_NOC_RT,XA:2162,2006,44.1,I
TUN,SDG_1041_NOC_RT,XA:2162,2007,44.3,I
TUN,SDG_1041_NOC_RT,XA:2162,2008,44.6,I
TUN,SDG_1041_NOC_RT,XA:2162,2009,44.6,I
TUN,SDG_1041_NOC_RT,XA:2162,2010,46,I
TUN,SDG_1041_NOC_RT,XA:2162,2011,47.6,I
TUN,SDG_1041_NOC_RT,XA:2162,2012,45.2,I
TUN,SDG_1041_NOC_RT,XA:2162,2013,45.5,I
TUN,SDG_1041_NOC_RT,XA:2162,2014,45.5,I
TUN,SDG_1041_NOC_RT,XA:2162,2015,46.2,I
TUN,SDG_1041_NOC_RT,XA:2162,2016,46.2,I
TUN,SDG_1041_NOC_RT,XA:2162,2017,45.9,I
TUR,SDG_1041_NOC_RT,XA:2164,2004,36.1,M
TUR,SDG_1041_NOC_RT,XA:2164,2005,35.3,M
TUR,SDG_1041_NOC_RT,XA:2164,2006,34.5,M
TUR,SDG_1041_NOC_RT,XA:2164,2007,34.4,M
TUR,SDG_1041_NOC_RT,XA:2164,2008,34.9,M
TUR,SDG_1041_NOC_RT,XA:2164,2009,36,M
TUR,SDG_1041_NOC_RT,XA:2164,2010,35.7,M
TUR,SDG_1041_NOC_RT,XA:2164,2011,34.7,
TUR,SDG_1041_NOC_RT,XA:2164,2012,36.1,M
TUR,SDG_1041_NOC_RT,XA:2164,2013,35.8,M
TUR,SDG_1041_NOC_RT,XA:2164,2014,36.4,M
TUR,SDG_1041_NOC_RT,XA:2164,2015,36.6,
TUR,SDG_1041_NOC_RT,XA:2164,2016,37,M
TUR,SDG_1041_NOC_RT,XA:2164,2017,36.2,M
TWN,SDG_1041_NOC_RT,XA:8368,2004,52.2,I
TWN,SDG_1041_NOC_RT,XA:8368,2005,52.4,I
TWN,SDG_1041_NOC_RT,XA:8368,2006,52.2,I
TWN,SDG_1041_NOC_RT,XA:8368,2007,51.9,I
TWN,SDG_1041_NOC_RT,XA:8368,2008,53.3,I
TWN,SDG_1041_NOC_RT,XA:8368,2009,53.8,I
TWN,SDG_1041_NOC_RT,XA:8368,2010,50.7,I
TWN,SDG_1041_NOC_RT,XA:8368,2011,52.4,I
TWN,SDG_1041_NOC_RT,XA:8368,2012,52.8,I
TWN,SDG_1041_NOC_RT,XA:8368,2013,52.7,I
TWN,SDG_1041_NOC_RT,XA:8368,2014,52.2,I
TWN,SDG_1041_NOC_RT,XA:8368,2015,53,I
TWN,SDG_1041_NOC_RT,XA:8368,2016,52.9,I
TWN,SDG_1041_NOC_RT,XA:8368,2017,52.5,I
TZA,SDG_1041_NOC_RT,XA:2166,2004,38.2,I
TZA,SDG_1041_NOC_RT,XA:2166,2005,33.6,I
TZA,SDG_1041_NOC_RT,XA:2166,2006,34.1,I
TZA,SDG_1041_NOC_RT,XA:2166,2007,30,I
TZA,SDG_1041_NOC_RT,XA:2166,2008,27.5,I
TZA,SDG_1041_NOC_RT,XA:2166,2009,26.4,I
TZA,SDG_1041_NOC_RT,XA:2166,2010,25.9,I
TZA,SDG_1041_NOC_RT,XA:2166,2011,28.6,I
TZA,SDG_1041_NOC_RT,XA:2166,2012,30.8,I
TZA,SDG_1041_NOC_RT,XA:2166,2013,33.4,I
TZA,SDG_1041_NOC_RT,XA:2166,2014,36.4,I
TZA,SDG_1041_NOC_RT,XA:2166,2015,43.5,I
TZA,SDG_1041_NOC_RT,XA:2166,2016,46.8,I
TZA,SDG_1041_NOC_RT,XA:2166,2017,49.1,I
UGA,SDG_1041_NOC_RT,XA:2168,2004,43.1,I
UGA,SDG_1041_NOC_RT,XA:2168,2005,40.9,I
UGA,SDG_1041_NOC_RT,XA:2168,2006,41.5,I
UGA,SDG_1041_NOC_RT,XA:2168,2007,40.5,I
UGA,SDG_1041_NOC_RT,XA:2168,2008,39.1,I
UGA,SDG_1041_NOC_RT,XA:2168,2009,39.6,I
UGA,SDG_1041_NOC_RT,XA:2168,2010,39.2,I
UGA,SDG_1041_NOC_RT,XA:2168,2011,39.1,I
UGA,SDG_1041_NOC_RT,XA:2168,2012,40.5,I
UGA,SDG_1041_NOC_RT,XA:2168,2013,39.4,I
UGA,SDG_1041_NOC_RT,XA:2168,2014,39.3,I
UGA,SDG_1041_NOC_RT,XA:2168,2015,38.7,I
UGA,SDG_1041_NOC_RT,XA:2168,2016,39.9,I
UGA,SDG_1041_NOC_RT,XA:2168,2017,38.8,I
UKR,SDG_1041_NOC_RT,XA:2170,2004,54.4,I
UKR,SDG_1041_NOC_RT,XA:2170,2005,58.4,I
UKR,SDG_1041_NOC_RT,XA:2170,2006,58.8,I
UKR,SDG_1041_NOC_RT,XA:2170,2007,58.1,I
UKR,SDG_1041_NOC_RT,XA:2170,2008,59.2,I
UKR,SDG_1041_NOC_RT,XA:2170,2009,59.1,I
UKR,SDG_1041_NOC_RT,XA:2170,2010,60,I
UKR,SDG_1041_NOC_RT,XA:2170,2011,59,I
UKR,SDG_1041_NOC_RT,XA:2170,2012,60.6,I
UKR,SDG_1041_NOC_RT,XA:2170,2013,60.5,I
UKR,SDG_1041_NOC_RT,XA:2170,2014,54.2,I
