ref_area,indicator,source,time,obs_value,obs_status
MOZ,SDG_1041_NOC_RT,XA:1850,2013,50.5,I
MOZ,SDG_1041_NOC_RT,XA:1850,2014,49.9,I
MOZ,SDG_1041_NOC_RT,XA:1850,2015,49.5,I
MOZ,SDG_1041_NOC_RT,XA:1850,2016,49.8,I
MOZ,SDG_1041_NOC_RT,XA:1850,2017,49.7,I
MRT,SDG_1041_NOC_RT,XA:1936,2004,44,I
MRT,SDG_1041_NOC_RT,XA:1936,2005,43.2,I
MRT,SDG_1041_NOC_RT,XA:1936,2006,41,I
MRT,SDG_1041_NOC_RT,XA:1936,2007,43.9,I
MRT,SDG_1041_NOC_RT,XA:1936,2008,44.2,I
MRT,SDG_1041_NOC_RT,XA:1936,2009,44.6,I
MRT,SDG_1041_NOC_RT,XA:1936,2010,43.4,I
MRT,SDG_1041_NOC_RT,XA:1936,2011,43.2,I
MRT,SDG_1041_NOC_RT,XA:1936,2012,43,I
MRT,SDG_1041_NOC_RT,XA:1936,2013,42.9,I
MRT,SDG_1041_NOC_RT,XA:1936,2014,43.1,I
MRT,SDG_1041_NOC_RT,XA:1936,2015,44.1,I
MRT,SDG_1041_NOC_RT,XA:1936,2016,43.7,I
MRT,SDG_1041_NOC_RT,XA:1936,2017,43.3,I
MUS,SDG_1041_NOC_RT,XA:1938,2004,47,I
MUS,SDG_1041_NOC_RT,XA:1938,2005,47.1,I
MUS,SDG_1041_NOC_RT,XA:1938,2006,45.6,I
MUS,SDG_1041_NOC_RT,XA:1938,2007,45.2,I
MUS,SDG_1041_NOC_RT,XA:1938,2008,44.9,I
MUS,SDG_1041_NOC_RT,XA:1938,2009,45.7,I
MUS,SDG_1041_NOC_RT,XA:1938,2010,45.6,I
MUS,SDG_1041_NOC_RT,XA:1938,2011,45.2,I
MUS,SDG_1041_NOC_RT,XA:1938,2012,45.4,I
MUS,SDG_1041_NOC_RT,XA:1938,2013,45.2,I
MUS,SDG_1041_NOC_RT,XA:1938,2014,44.7,I
MUS,SDG_1041_NOC_RT,XA:1938,2015,44.7,I
MUS,SDG_1041_NOC_RT,XA:1938,2016,44.4,I
MUS,SDG_1041_NOC_RT,XA:1938,2017,45.1,I
MWI,SDG_1041_NOC_RT,XA:1837,2004,35.7,I
MWI,SDG_1041_NOC_RT,XA:1837,2005,36,I
MWI,SDG_1041_NOC_RT,XA:1837,2006,35.7,I
MWI,SDG_1041_NOC_RT,XA:1837,2007,34.8,I
MWI,SDG_1041_NOC_RT,XA:1837,2008,35,I
MWI,SDG_1041_NOC_RT,XA:1837,2009,34.9,I
MWI,SDG_1041_NOC_RT,XA:1837,2010,35,I
MWI,SDG_1041_NOC_RT,XA:1837,2011,35.3,I
MWI,SDG_1041_NOC_RT,XA:1837,2012,35.8,I
MWI,SDG_1041_NOC_RT,XA:1837,2013,35.1,I
MWI,SDG_1041_NOC_RT,XA:1837,2014,35,I
MWI,SDG_1041_NOC_RT,XA:1837,2015,35.4,I
MWI,SDG_1041_NOC_RT,XA:1837,2016,35.4,I
MWI,SDG_1041_NOC_RT,XA:1837,2017,35.1,I
MYS,SDG_1041_NOC_RT,XA:1940,2004,31.5,I
MYS,SDG_1041_NOC_RT,XA:1940,2005,31.7,I
MYS,SDG_1041_NOC_RT,XA:1940,2006,31.8,I
MYS,SDG_1041_NOC_RT,XA:1940,2007,33.6,I
MYS,SDG_1041_NOC_RT,XA:1940,2008,36.5,I
MYS,SDG_1041_NOC_RT,XA:1940,2009,38.5,I
MYS,SDG_1041_NOC_RT,XA:1940,2010,38.3,I
MYS,SDG_1041_NOC_RT,XA:1940,2011,38.4,I
MYS,SDG_1041_NOC_RT,XA:1940,2012,40.3,I
MYS,SDG_1041_NOC_RT,XA:1940,2013,41.5,I
MYS,SDG_1041_NOC_RT,XA:1940,2014,41.5,I
MYS,SDG_1041_NOC_RT,XA:1940,2015,42.1,I
MYS,SDG_1041_NOC_RT,XA:1940,2016,42.2,I
MYS,SDG_1041_NOC_RT,XA:1940,2017,41.8,I
NAM,SDG_1041_NOC_RT,XA:1881,2004,51.9,M
NAM,SDG_1041_NOC_RT,XA:1881,2005,50,M
NAM,SDG_1041_NOC_RT,XA:1881,2006,46.8,M
NAM,SDG_1041_NOC_RT,XA:1881,2007,46.5,M
NAM,SDG_1041_NOC_RT,XA:1881,2008,47.2,M
NAM,SDG_1041_NOC_RT,XA:1881,2009,48.8,M
NAM,SDG_1041_NOC_RT,XA:1881,2010,49.1,M
NAM,SDG_1041_NOC_RT,XA:1881,2011,49.8,M
NAM,SDG_1041_NOC_RT,XA:1881,2012,49.6,
NAM,SDG_1041_NOC_RT,XA:1881,2013,48.2,
NAM,SDG_1041_NOC_RT,XA:1881,2014,46.2,
NAM,SDG_1041_NOC_RT,XA:1881,2015,47.6,M
NAM,SDG_1041_NOC_RT,XA:1881,2016,47.2,
NAM,SDG_1041_NOC_RT,XA:1881,2017,47.6,M
NCL,SDG_1041_NOC_RT,XA:1942,2004,50,I
NCL,SDG_1041_NOC_RT,XA:1942,2005,50.6,I
NCL,SDG_1041_NOC_RT,XA:1942,2006,50.2,I
NCL,SDG_1041_NOC_RT,XA:1942,2007,50.5,I
NCL,SDG_1041_NOC_RT,XA:1942,2008,52.1,I
NCL,SDG_1041_NOC_RT,XA:1942,2009,54.4,I
NCL,SDG_1041_NOC_RT,XA:1942,2010,51.2,I
NCL,SDG_1041_NOC_RT,XA:1942,2011,51.3,I
NCL,SDG_1041_NOC_RT,XA:1942,2012,52,I
NCL,SDG_1041_NOC_RT,XA:1942,2013,51.9,I
NCL,SDG_1041_NOC_RT,XA:1942,2014,51.7,I
NCL,SDG_1041_NOC_RT,XA:1942,2015,51.6,I
NCL,SDG_1041_NOC_RT,XA:1942,2016,51.8,I
NCL,SDG_1041_NOC_RT,XA:1942,2017,51.5,I
NER,SDG_1041_NOC_RT,XA:1852,2004,34.4,M
NER,SDG_1041_NOC_RT,XA:1852,2005,34.7,M
NER,SDG_1041_NOC_RT,XA:1852,2006,36,M
NER,SDG_1041_NOC_RT,XA:1852,2007,34.9,M
NER,SDG_1041_NOC_RT,XA:1852,2008,32,M
NER,SDG_1041_NOC_RT,XA:1852,2009,33.7,M
NER,SDG_1041_NOC_RT,XA:1852,2010,30,M
NER,SDG_1041_NOC_RT,XA:1852,2011,31.5,
NER,SDG_1041_NOC_RT,XA:1852,2012,30,M
NER,SDG_1041_NOC_RT,XA:1852,2013,32,M
NER,SDG_1041_NOC_RT,XA:1852,2014,33,M
NER,SDG_1041_NOC_RT,XA:1852,2015,32.4,M
NER,SDG_1041_NOC_RT,XA:1852,2016,31.8,M
NER,SDG_1041_NOC_RT,XA:1852,2017,30.7,M
NGA,SDG_1041_NOC_RT,XA:1944,2004,64.1,I
NGA,SDG_1041_NOC_RT,XA:1944,2005,64.6,I
NGA,SDG_1041_NOC_RT,XA:1944,2006,64.4,I
NGA,SDG_1041_NOC_RT,XA:1944,2007,64.1,I
NGA,SDG_1041_NOC_RT,XA:1944,2008,63.9,I
NGA,SDG_1041_NOC_RT,XA:1944,2009,63.5,I
NGA,SDG_1041_NOC_RT,XA:1944,2010,62.6,I
NGA,SDG_1041_NOC_RT,XA:1944,2011,64.2,I
NGA,SDG_1041_NOC_RT,XA:1944,2012,65.6,I
NGA,SDG_1041_NOC_RT,XA:1944,2013,65.9,I
NGA,SDG_1041_NOC_RT,XA:1944,2014,65.5,I
NGA,SDG_1041_NOC_RT,XA:1944,2015,66.2,I
NGA,SDG_1041_NOC_RT,XA:1944,2016,67,I
NGA,SDG_1041_NOC_RT,XA:1944,2017,66.5,I
NIC,SDG_1041_NOC_RT,XA:1883,2004,56.2,I
NIC,SDG_1041_NOC_RT,XA:1883,2005,56.1,I
NIC,SDG_1041_NOC_RT,XA:1883,2006,56,I
NIC,SDG_1041_NOC_RT,XA:1883,2007,57.1,I
NIC,SDG_1041_NOC_RT,XA:1883,2008,57.6,I
NIC,SDG_1041_NOC_RT,XA:1883,2009,59,I
NIC,SDG_1041_NOC_RT,XA:1883,2010,58.9,I
NIC,SDG_1041_NOC_RT,XA:1883,2011,59.6,I
NIC,SDG_1041_NOC_RT,XA:1883,2012,59.4,I
NIC,SDG_1041_NOC_RT,XA:1883,2013,59.6,I
NIC,SDG_1041_NOC_RT,XA:1883,2014,58.9,I
NIC,SDG_1041_NOC_RT,XA:1883,2015,58.9,I
NIC,SDG_1041_NOC_RT,XA:1883,2016,58.8,I
NIC,SDG_1041_NOC_RT,XA:1883,2017,58.6,I
NLD,SDG_1041_NOC_RT,XA:1946,2004,62.3,M
NLD,SDG_1041_NOC_RT,XA:1946,2005,61.1,
NLD,SDG_1041_NOC_RT,XA:1946,2006,59.8,
NLD,SDG_1041_NOC_RT,XA:1946,2007,62.8,
NLD,SDG_1041_NOC_RT,XA:1946,2008,62.3,
NLD,SDG_1041_NOC_RT,XA:1946,2009,65.9,
NLD,SDG_1041_NOC_RT,XA:1946,2010,65.8,
NLD,SDG_1041_NOC_RT,XA:1946,2011,65.9,
NLD,SDG_1041_NOC_RT,XA:1946,2012,65.3,
NLD,SDG_1041_NOC_RT,XA:1946,2013,65.9,
NLD,SDG_1041_NOC_RT,XA:1946,2014,66.3,
NLD,SDG_1041_NOC_RT,XA:1946,2015,63.7,
NLD,SDG_1041_NOC_RT,XA:1946,2016,64.2,
NLD,SDG_1041_NOC_RT,XA:1946,2017,63.9,M
NOR,SDG_1041_NOC_RT,XA:2206,2004,46.5,
NOR,SDG_1041_NOC_RT,XA:2206,2005,44.6,
NOR,SDG_1041_NOC_RT,XA:2206,2006,43.9,
NOR,SDG_1041_NOC_RT,XA:2206,2007,46.5,
NOR,SDG_1041_NOC_RT,XA:2206,2008,46.3,
NOR,SDG_1041_NOC_RT,XA:2206,2009,52,
NOR,SDG_1041_NOC_RT,XA:2206,2010,49.1,
NOR,SDG_1041_NOC_RT,XA:2206,2011,46.9,
NOR,SDG_1041_NOC_RT,XA:2206,2012,46.7,
NOR,SDG_1041_NOC_RT,XA:2206,2013,48.6,
NOR,SDG_1041_NOC_RT,XA:2206,2014,50.4,
NOR,SDG_1041_NOC_RT,XA:2206,2015,52.2,
NOR,SDG_1041_NOC_RT,XA:2206,2016,53.8,
NOR,SDG_1041_NOC_RT,XA:2206,2017,52.7,M
NPL,SDG_1041_NOC_RT,XA:1947,2004,41,I
NPL,SDG_1041_NOC_RT,XA:1947,2005,41.4,I
NPL,SDG_1041_NOC_RT,XA:1947,2006,41.3,I
NPL,SDG_1041_NOC_RT,XA:1947,2007,41.1,I
NPL,SDG_1041_NOC_RT,XA:1947,2008,39.6,I
NPL,SDG_1041_NOC_RT,XA:1947,2009,40.2,I
NPL,SDG_1041_NOC_RT,XA:1947,2010,39.9,I
NPL,SDG_1041_NOC_RT,XA:1947,2011,40.4,I
NPL,SDG_1041_NOC_RT,XA:1947,2012,39.5,I
NPL,SDG_1041_NOC_RT,XA:1947,2013,39.6,I
NPL,SDG_1041_NOC_RT,XA:1947,2014,38.6,I
NPL,SDG_1041_NOC_RT,XA:1947,2015,39.6,I
NPL,SDG_1041_NOC_RT,XA:1947,2016,40.8,I
NPL,SDG_1041_NOC_RT,XA:1947,2017,37.1,I
NZL,SDG_1041_NOC_RT,XA:1884,2004,50.9,I
NZL,SDG_1041_NOC_RT,XA:1884,2005,51.8,I
NZL,SDG_1041_NOC_RT,XA:1884,2006,51.4,I
NZL,SDG_1041_NOC_RT,XA:1884,2007,51.1,I
NZL,SDG_1041_NOC_RT,XA:1884,2008,53,I
NZL,SDG_1041_NOC_RT,XA:1884,2009,51.8,I
NZL,SDG_1041_NOC_RT,XA:1884,2010,50.9,I
NZL,SDG_1041_NOC_RT,XA:1884,2011,50.6,I
NZL,SDG_1041_NOC_RT,XA:1884,2012,51.4,I
NZL,SDG_1041_NOC_RT,XA:1884,2013,49.3,I
NZL,SDG_1041_NOC_RT,XA:1884,2014,49.5,I
NZL,SDG_1041_NOC_RT,XA:1884,2015,49.1,I
NZL,SDG_1041_NOC_RT,XA:1884,2016,50.6,I
NZL,SDG_1041_NOC_RT,XA:1884,2017,51.2,I
OMN,SDG_1041_NOC_RT,XA:1949,2004,54.8,I
OMN,SDG_1041_NOC_RT,XA:1949,2005,54.4,I
OMN,SDG_1041_NOC_RT,XA:1949,2006,53.5,I
OMN,SDG_1041_NOC_RT,XA:1949,2007,53.7,I
OMN,SDG_1041_NOC_RT,XA:1949,2008,52.7,I
OMN,SDG_1041_NOC_RT,XA:1949,2009,53.1,I
OMN,SDG_1041_NOC_RT,XA:1949,2010,54.1,I
OMN,SDG_1041_NOC_RT,XA:1949,2011,54,I
OMN,SDG_1041_NOC_RT,XA:1949,2012,52.3,I
OMN,SDG_1041_NOC_RT,XA:1949,2013,53.3,I
OMN,SDG_1041_NOC_RT,XA:1949,2014,54.3,I
OMN,SDG_1041_NOC_RT,XA:1949,2015,53.4,I
OMN,SDG_1041_NOC_RT,XA:1949,2016,53.3,I
OMN,SDG_1041_NOC_RT,XA:1949,2017,54.9,I
PAK,SDG_1041_NOC_RT,XA:2080,2004,40.8,I
PAK,SDG_1041_NOC_RT,XA:2080,2005,40.1,I
PAK,SDG_1041_NOC_RT,XA:2080,2006,41.2,I
PAK,SDG_1041_NOC_RT,XA:2080,2007,41.3,I
PAK,SDG_1041_NOC_RT,XA:2080,2008,42,I
PAK,SDG_1041_NOC_RT,XA:2080,2009,44,I
PAK,SDG_1041_NOC_RT,XA:2080,2010,43.3,I
PAK,SDG_1041_NOC_RT,XA:2080,2011,42,I
PAK,SDG_1041_NOC_RT,XA:2080,2012,41.9,I
PAK,SDG_1041_NOC_RT,XA:2080,2013,42.4,I
PAK,SDG_1041_NOC_RT,XA:2080,2014,43.3,I
PAK,SDG_1041_NOC_RT,XA:2080,2015,42.7,I
PAK,SDG_1041_NOC_RT,XA:2080,2016,42.7,I
PAK,SDG_1041_NOC_RT,XA:2080,2017,42.2,I
PAN,SDG_1041_NOC_RT,XA:2082,2004,46.1,M
PAN,SDG_1041_NOC_RT,XA:2082,2005,44.1,M
PAN,SDG_1041_NOC_RT,XA:2082,2006,43.5,M
PAN,SDG_1041_NOC_RT,XA:2082,2007,41,M
PAN,SDG_1041_NOC_RT,XA:2082,2008,38.3,M
PAN,SDG_1041_NOC_RT,XA:2082,2009,37.7,M
PAN,SDG_1041_NOC_RT,XA:2082,2010,37,M
PAN,SDG_1041_NOC_RT,XA:2082,2011,34.4,
PAN,SDG_1041_NOC_RT,XA:2082,2012,32.7,
PAN,SDG_1041_NOC_RT,XA:2082,2013,30.3,
PAN,SDG_1041_NOC_RT,XA:2082,2014,30,
PAN,SDG_1041_NOC_RT,XA:2082,2015,30.4,
PAN,SDG_1041_NOC_RT,XA:2082,2016,30.9,
PAN,SDG_1041_NOC_RT,XA:2082,2017,30.3,M
PER,SDG_1041_NOC_RT,XA:2084,2004,47.1,M
PER,SDG_1041_NOC_RT,XA:2084,2005,47,M
PER,SDG_1041_NOC_RT,XA:2084,2006,45.6,M
PER,SDG_1041_NOC_RT,XA:2084,2007,44.9,
PER,SDG_1041_NOC_RT,XA:2084,2008,46.7,
PER,SDG_1041_NOC_RT,XA:2084,2009,46.7,
PER,SDG_1041_NOC_RT,XA:2084,2010,44.7,
PER,SDG_1041_NOC_RT,XA:2084,2011,43.3,
PER,SDG_1041_NOC_RT,XA:2084,2012,44.7,
PER,SDG_1041_NOC_RT,XA:2084,2013,44.3,
PER,SDG_1041_NOC_RT,XA:2084,2014,46.4,
PER,SDG_1041_NOC_RT,XA:2084,2015,46.5,
PER,SDG_1041_NOC_RT,XA:2084,2016,45.6,
PER,SDG_1041_NOC_RT,XA:2084,2017,46.1,M
PHL,SDG_1041_NOC_RT,XA:2086,2004,33,I
PHL,SDG_1041_NOC_RT,XA:2086,2005,34,I
PHL,SDG_1041_NOC_RT,XA:2086,2006,33.7,I
PHL,SDG_1041_NOC_RT,XA:2086,2007,32.8,I
PHL,SDG_1041_NOC_RT,XA:2086,2008,33.3,I
PHL,SDG_1041_NOC_RT,XA:2086,2009,33.9,I
PHL,SDG_1041_NOC_RT,XA:2086,2010,31.3,I
PHL,SDG_1041_NOC_RT,XA:2086,2011,29.4,I
PHL,SDG_1041_NOC_RT,XA:2086,2012,28.8,I
PHL,SDG_1041_NOC_RT,XA:2086,2013,28.2,I
PHL,SDG_1041_NOC_RT,XA:2086,2014,28.5,I
PHL,SDG_1041_NOC_RT,XA:2086,2015,27.9,I
PHL,SDG_1041_NOC_RT,XA:2086,2016,27,I
PHL,SDG_1041_NOC_RT,XA:2086,2017,26.6,I
PNG,SDG_1041_NOC_RT,XA:2088,2004,38.3,I
PNG,SDG_1041_NOC_RT,XA:2088,2005,34.6,I
PNG,SDG_1041_NOC_RT,XA:2088,2006,31.6,I
PNG,SDG_1041_NOC_RT,XA:2088,2007,30.3,I
PNG,SDG_1041_NOC_RT,XA:2088,2008,31.8,I
PNG,SDG_1041_NOC_RT,XA:2088,2009,30.8,I
PNG,SDG_1041_NOC_RT,XA:2088,2010,30.2,I
PNG,SDG_1041_NOC_RT,XA:2088,2011,31.4,I
PNG,SDG_1041_NOC_RT,XA:2088,2012,30.9,I
PNG,SDG_1041_NOC_RT,XA:2088,2013,30.9,I
PNG,SDG_1041_NOC_RT,XA:2088,2014,29.1,I
PNG,SDG_1041_NOC_RT,XA:2088,2015,30.4,I
PNG,SDG_1041_NOC_RT,XA:2088,2016,30.8,I
PNG,SDG_1041_NOC_RT,XA:2088,2017,30.7,I
POL,SDG_1041_NOC_RT,XA:2090,2004,48.9,M
POL,SDG_1041_NOC_RT,XA:2090,2005,48.3,
POL,SDG_1041_NOC_RT,XA:2090,2006,47.6,
POL,SDG_1041_NOC_RT,XA:2090,2007,47.5,
POL,SDG_1041_NOC_RT,XA:2090,2008,49.9,
POL,SDG_1041_NOC_RT,XA:2090,2009,48.1,M
POL,SDG_1041_NOC_RT,XA:2090,2010,48.1,M
POL,SDG_1041_NOC_RT,XA:2090,2011,46.6,
POL,SDG_1041_NOC_RT,XA:2090,2012,47.1,
POL,SDG_1041_NOC_RT,XA:2090,2013,46.7,
POL,SDG_1041_NOC_RT,XA:2090,2014,47.2,
POL,SDG_1041_NOC_RT,XA:2090,2015,46.6,
POL,SDG_1041_NOC_RT,XA:2090,2016,48.6,
POL,SDG_1041_NOC_RT,XA:2090,2017,48.1,M
PRI,SDG_1041_NOC_RT,XA:2092,2004,58.1,I
PRI,SDG_1041_NOC_RT,XA:2092,2005,59.1,I
PRI,SDG_1041_NOC_RT,XA:2092,2006,59.1,I
PRI,SDG_1041_NOC_RT,XA:2092,2007,59.1,I
PRI,SDG_1041_NOC_RT,XA:2092,2008,59.1,I
PRI,SDG_1041_NOC_RT,XA:2092,2009,59.2,I
PRI,SDG_1041_NOC_RT,XA:2092,2010,58.8,I
PRI,SDG_1041_NOC_RT,XA:2092,2011,58.9,I
PRI,SDG_1041_NOC_RT,XA:2092,2012,58.8,I
PRI,SDG_1041_NOC_RT,XA:2092,2013,58.9,I
PRI,SDG_1041_NOC_RT,XA:2092,2014,59.2,I
PRI,SDG_1041_NOC_RT,XA:2092,2015,59.2,I
PRI,SDG_1041_NOC_RT,XA:2092,2016,59.3,I
PRI,SDG_1041_NOC_RT,XA:2092,2017,59.6,I
PRK,SDG_1041_NOC_RT,XA:1957,2004,29.9,I
PRK,SDG_1041_NOC_RT,XA:1957,2005,29.7,I
PRK,SDG_1041_NOC_RT,XA:1957,2006,30,I
PRK,SDG_1041_NOC_RT,XA:1957,2007,29.6,I
PRK,SDG_1041_NOC_RT,XA:1957,2008,30,I
PRK,SDG_1041_NOC_RT,XA:1957,2009,29.7,I
PRK,SDG_1041_NOC_RT,XA:1957,2010,29.3,I
PRK,SDG_1041_NOC_RT,XA:1957,2011,29.4,I
PRK,SDG_1041_NOC_RT,XA:1957,2012,29.9,I
PRK,SDG_1041_NOC_RT,XA:1957,2013,29.4,I
PRK,SDG_1041_NOC_RT,XA:1957,2014,29.5,I
PRK,SDG_1041_NOC_RT,XA:1957,2015,30.1,I
PRK,SDG_1041_NOC_RT,XA:1957,2016,30.1,I
PRK,SDG_1041_NOC_RT,XA:1957,2017,29.6,I
PRT,SDG_1041_NOC_RT,XA:2096,2004,65.8,M
PRT,SDG_1041_NOC_RT,XA:2096,2005,65.4,M
PRT,SDG_1041_NOC_RT,XA:2096,2006,63.1,M
PRT,SDG_1041_NOC_RT,XA:2096,2007,62.4,M
PRT,SDG_1041_NOC_RT,XA:2096,2008,62.9,
PRT,SDG_1041_NOC_RT,XA:2096,2009,63.7,M
PRT,SDG_1041_NOC_RT,XA:2096,2010,62.1,M
PRT,SDG_1041_NOC_RT,XA:2096,2011,59.9,
PRT,SDG_1041_NOC_RT,XA:2096,2012,59.6,
PRT,SDG_1041_NOC_RT,XA:2096,2013,59.3,
PRT,SDG_1041_NOC_RT,XA:2096,2014,56.8,
PRT,SDG_1041_NOC_RT,XA:2096,2015,54.6,
PRT,SDG_1041_NOC_RT,XA:2096,2016,54.7,
PRT,SDG_1041_NOC_RT,XA:2096,2017,54.5,M
PRY,SDG_1041_NOC_RT,XA:2098,2004,56,I
PRY,SDG_1041_NOC_RT,XA:2098,2005,55.2,I
PRY,SDG_1041_NOC_RT,XA:2098,2006,54.2,I
PRY,SDG_1041_NOC_RT,XA:2098,2007,53,I
PRY,SDG_1041_NOC_RT,XA:2098,2008,52.3,I
PRY,SDG_1041_NOC_RT,XA:2098,2009,53.9,I
PRY,SDG_1041_NOC_RT,XA:2098,2010,51.2,I
PRY,SDG_1041_NOC_RT,XA:2098,2011,52.1,I
PRY,SDG_1041_NOC_RT,XA:2098,2012,53.9,I
PRY,SDG_1041_NOC_RT,XA:2098,2013,50.9,I
PRY,SDG_1041_NOC_RT,XA:2098,2014,51.7,I
PRY,SDG_1041_NOC_RT,XA:2098,2015,53,I
PRY,SDG_1041_NOC_RT,XA:2098,2016,51.8,I
PRY,SDG_1041_NOC_RT,XA:2098,2017,52.3,I
PSE,SDG_1041_NOC_RT,XA:2100,2004,39.4,I
PSE,SDG_1041_NOC_RT,XA:2100,2005,39,I
PSE,SDG_1041_NOC_RT,XA:2100,2006,40.4,I
PSE,SDG_1041_NOC_RT,XA:2100,2007,40,I
PSE,SDG_1041_NOC_RT,XA:2100,2008,39.6,I
PSE,SDG_1041_NOC_RT,XA:2100,2009,36.8,I
PSE,SDG_1041_NOC_RT,XA:2100,2010,38,I
PSE,SDG_1041_NOC_RT,XA:2100,2011,37.8,I
PSE,SDG_1041_NOC_RT,XA:2100,2012,37.2,I
PSE,SDG_1041_NOC_RT,XA:2100,2013,38.6,I
PSE,SDG_1041_NOC_RT,XA:2100,2014,38.4,I
PSE,SDG_1041_NOC_RT,XA:2100,2015,37,I
PSE,SDG_1041_NOC_RT,XA:2100,2016,37.7,I
PSE,SDG_1041_NOC_RT,XA:2100,2017,38.2,I
PYF,SDG_1041_NOC_RT,XA:2102,2004,50.2,I
PYF,SDG_1041_NOC_RT,XA:2102,2005,50.8,I
PYF,SDG_1041_NOC_RT,XA:2102,2006,50.2,I
PYF,SDG_1041_NOC_RT,XA:2102,2007,50.4,I
PYF,SDG_1041_NOC_RT,XA:2102,2008,52,I
PYF,SDG_1041_NOC_RT,XA:2102,2009,54.3,I
PYF,SDG_1041_NOC_RT,XA:2102,2010,51,I
PYF,SDG_1041_NOC_RT,XA:2102,2011,51.1,I
PYF,SDG_1041_NOC_RT,XA:2102,2012,51.8,I
PYF,SDG_1041_NOC_RT,XA:2102,2013,51.7,I
PYF,SDG_1041_NOC_RT,XA:2102,2014,51.4,I
PYF,SDG_1041_NOC_RT,XA:2102,2015,51.4,I
PYF,SDG_1041_NOC_RT,XA:2102,2016,51.5,I
PYF,SDG_1041_NOC_RT,XA:2102,2017,51.2,I
QAT,SDG_1041_NOC_RT,XA:2104,2004,19.9,I
QAT,SDG_1041_NOC_RT,XA:2104,2005,17.2,I
QAT,SDG_1041_NOC_RT,XA:2104,2006,18.3,I
QAT,SDG_1041_NOC_RT,XA:2104,2007,17.9,I
QAT,SDG_1041_NOC_RT,XA:2104,2008,15.5,I
QAT,SDG_1041_NOC_RT,XA:2104,2009,22.5,I
QAT,SDG_1041_NOC_RT,XA:2104,2010,19.2,I
QAT,SDG_1041_NOC_RT,XA:2104,2011,14.9,I
QAT,SDG_1041_NOC_RT,XA:2104,2012,16,I
QAT,SDG_1041_NOC_RT,XA:2104,2013,17.6,I
QAT,SDG_1041_NOC_RT,XA:2104,2014,18.4,I
QAT,SDG_1041_NOC_RT,XA:2104,2015,18.5,I
QAT,SDG_1041_NOC_RT,XA:2104,2016,18.6,I
QAT,SDG_1041_NOC_RT,XA:2104,2017,18.6,I
ROU,SDG_1041_NOC_RT,XA:2108,2004,43.5,M
ROU,SDG_1041_NOC_RT,XA:2108,2005,46.7,M
ROU,SDG_1041_NOC_RT,XA:2108,2006,44.7,M
ROU,SDG_1041_NOC_RT,XA:2108,2007,44.9,
ROU,SDG_1041_NOC_RT,XA:2108,2008,47.8,
ROU,SDG_1041_NOC_RT,XA:2108,2009,46.5,M
ROU,SDG_1041_NOC_RT,XA:2108,2010,44.3,M
ROU,SDG_1041_NOC_RT,XA:2108,2011,39.9,
ROU,SDG_1041_NOC_RT,XA:2108,2012,40.4,M
ROU,SDG_1041_NOC_RT,XA:2108,2013,39.5,
ROU,SDG_1041_NOC_RT,XA:2108,2014,40.2,
ROU,SDG_1041_NOC_RT,XA:2108,2015,40.5,
ROU,SDG_1041_NOC_RT,XA:2108,2016,42.3,
ROU,SDG_1041_NOC_RT,XA:2108,2017,44.8,M
RUS,SDG_1041_NOC_RT,XA:2110,2004,50,I
RUS,SDG_1041_NOC_RT,XA:2110,2005,47.8,I
RUS,SDG_1041_NOC_RT,XA:2110,2006,48.4,I
RUS,SDG_1041_NOC_RT,XA:2110,2007,49.8,I
RUS,SDG_1041_NOC_RT,XA:2110,2008,51.6,I
RUS,SDG_1041_NOC_RT,XA:2110,2009,57.2,I
RUS,SDG_1041_NOC_RT,XA:2110,2010,53.6,I
RUS,SDG_1041_NOC_RT,XA:2110,2011,47.5,I
RUS,SDG_1041_NOC_RT,XA:2110,2012,47.9,I
RUS,SDG_1041_NOC_RT,XA:2110,2013,50.2,I
RUS,SDG_1041_NOC_RT,XA:2110,2014,51.3,I
RUS,SDG_1041_NOC_RT,XA:2110,2015,51,I
RUS,SDG_1041_NOC_RT,XA:2110,2016,52.2,I
RUS,SDG_1041_NOC_RT,XA:2110,2017,52,I
RWA,SDG_1041_NOC_RT,XA:2112,2004,46.1,I
RWA,SDG_1041_NOC_RT,XA:2112,2005,44.8,I
RWA,SDG_1041_NOC_RT,XA:2112,2006,43.6,I
RWA,SDG_1041_NOC_RT,XA:2112,2007,42.6,I
RWA,SDG_1041_NOC_RT,XA:2112,2008,41.3,I
RWA,SDG_1041_NOC_RT,XA:2112,2009,40.6,I
RWA,SDG_1041_NOC_RT,XA:2112,2010,39.5,I
RWA,SDG_1041_NOC_RT,XA:2112,2011,38.5,I
RWA,SDG_1041_NOC_RT,XA:2112,2012,37.5,I
RWA,SDG_1041_NOC_RT,XA:2112,2013,36.9,I
RWA,SDG_1041_NOC_RT,XA:2112,2014,35.8,I
RWA,SDG_1041_NOC_RT,XA:2112,2015,35.6,I
RWA,SDG_1041_NOC_RT,XA:2112,2016,35.8,I
RWA,SDG_1041_NOC_RT,XA:2112,2017,35.7,I
SAU,SDG_1041_NOC_RT,XA:2114,2004,30.6,I
SAU,SDG_1041_NOC_RT,XA:2114,2005,26.9,I
SAU,SDG_1041_NOC_RT,XA:2114,2006,25.8,I
SAU,SDG_1041_NOC_RT,XA:2114,2007,24.6,I
