"COUNTRY","Country","SEX","Sex","SERIES","Series","AGE","Age","TIME","Time","Value","Flag Codes","Flags"
"KOR","Korea","W","Women","MEDIAN","Median","YOUTH","Youth over Prime-age","2007","2007",11.6819141449683,,
"KOR","Korea","W","Women","MEDIAN","Median","YOUTH","Youth over Prime-age","2008","2008",12.0481927710843,,
"KOR","Korea","W","Women","MEDIAN","Median","YOUTH","Youth over Prime-age","2009","2009",12.2277175697865,,
"KOR","Korea","W","Women","MEDIAN","Median","YOUTH","Youth over Prime-age","2010","2010",14.5077143743951,,
"KOR","Korea","W","Women","MEDIAN","Median","YOUTH","Youth over Prime-age","2011","2011",12.1158392434988,,
"KOR","Korea","W","Women","MEDIAN","Median","YOUTH","Youth over Prime-age","2012","2012",12.7105621805792,,
"KOR","Korea","W","Women","MEDIAN","Median","YOUTH","Youth over Prime-age","2013","2013",15.4945054945055,,
"KOR","Korea","W","Women","MEDIAN","Median","YOUTH","Youth over Prime-age","2014","2014",14.4973544973545,,
"KOR","Korea","W","Women","MEDIAN","Median","YOUTH","Youth over Prime-age","2015","2015",13.9441361256544,,
"KOR","Korea","W","Women","MEDIAN","Median","YOUTH","Youth over Prime-age","2016","2016",15,,
"KOR","Korea","W","Women","MEDIAN","Median","YOUTH","Youth over Prime-age","2017","2017",15.9999865599979,,
"KOR","Korea","W","Women","MEDIAN","Median","YOUTH","Youth over Prime-age","2018","2018",14.8939545454545,,
"KOR","Korea","W","Women","MEDIAN","Median","YOUTH","Youth over Prime-age","2019","2019",14.1630901287554,,
"KOR","Korea","M","Men","MEDIAN","Median","YOUTH","Youth over Prime-age","2006","2006",47.8260869565217,,
"KOR","Korea","M","Men","MEDIAN","Median","YOUTH","Youth over Prime-age","2007","2007",47.661801353704,,
"KOR","Korea","M","Men","MEDIAN","Median","YOUTH","Youth over Prime-age","2008","2008",46.9595606590115,,
"KOR","Korea","M","Men","MEDIAN","Median","YOUTH","Youth over Prime-age","2009","2009",46.7035136202132,,
"KOR","Korea","M","Men","MEDIAN","Median","YOUTH","Youth over Prime-age","2010","2010",46.640497090293,,
"KOR","Korea","M","Men","MEDIAN","Median","YOUTH","Youth over Prime-age","2011","2011",44.2435424354244,,
"KOR","Korea","M","Men","MEDIAN","Median","YOUTH","Youth over Prime-age","2012","2012",44.3751603706344,,
"KOR","Korea","M","Men","MEDIAN","Median","YOUTH","Youth over Prime-age","2013","2013",43.9808476088749,,
"KOR","Korea","M","Men","MEDIAN","Median","YOUTH","Youth over Prime-age","2014","2014",42.757300940178,,
"KOR","Korea","M","Men","MEDIAN","Median","YOUTH","Youth over Prime-age","2015","2015",42.9165408598622,,
"KOR","Korea","M","Men","MEDIAN","Median","YOUTH","Youth over Prime-age","2016","2016",42.5007893905905,,
"KOR","Korea","M","Men","MEDIAN","Median","YOUTH","Youth over Prime-age","2017","2017",41.2551080351931,,
"KOR","Korea","M","Men","MEDIAN","Median","YOUTH","Youth over Prime-age","2018","2018",40.6544811320755,,
"KOR","Korea","M","Men","MEDIAN","Median","YOUTH","Youth over Prime-age","2019","2019",39.5238,,
"KOR","Korea","T","Total","MEDIAN","Median","YOUTH","Youth over Prime-age","2006","2006",38.1398412639198,,
"KOR","Korea","T","Total","MEDIAN","Median","YOUTH","Youth over Prime-age","2007","2007",37.7608880019955,,
"KOR","Korea","T","Total","MEDIAN","Median","YOUTH","Youth over Prime-age","2008","2008",36.9326325848065,,
"KOR","Korea","T","Total","MEDIAN","Median","YOUTH","Youth over Prime-age","2009","2009",36.9321898496241,,
"KOR","Korea","T","Total","MEDIAN","Median","YOUTH","Youth over Prime-age","2010","2010",37.8120744439401,,
"KOR","Korea","T","Total","MEDIAN","Median","YOUTH","Youth over Prime-age","2011","2011",34.7258485639687,,
"KOR","Korea","T","Total","MEDIAN","Median","YOUTH","Youth over Prime-age","2012","2012",35.3962565953155,,
"KOR","Korea","T","Total","MEDIAN","Median","YOUTH","Youth over Prime-age","2013","2013",36.1337683523654,,
"KOR","Korea","T","Total","MEDIAN","Median","YOUTH","Youth over Prime-age","2014","2014",34.312816667174,,
"KOR","Korea","T","Total","MEDIAN","Median","YOUTH","Youth over Prime-age","2015","2015",34.5871891286321,,
"KOR","Korea","T","Total","MEDIAN","Median","YOUTH","Youth over Prime-age","2016","2016",34.8264277715566,,
"KOR","Korea","T","Total","MEDIAN","Median","YOUTH","Youth over Prime-age","2017","2017",34.7118477559865,,
"KOR","Korea","T","Total","MEDIAN","Median","YOUTH","Youth over Prime-age","2018","2018",33.3678756476684,,
"KOR","Korea","T","Total","MEDIAN","Median","YOUTH","Youth over Prime-age","2019","2019",32.3107702567522,,
"LUX","Luxembourg","W","Women","MEAN","Mean","YOUTH","Youth over Prime-age","2002","2002",36.8438003220612,,
"LUX","Luxembourg","W","Women","MEAN","Mean","YOUTH","Youth over Prime-age","2006","2006",43.509272467903,,
"LUX","Luxembourg","W","Women","MEAN","Mean","YOUTH","Youth over Prime-age","2010","2010",46.2070732957458,,
"LUX","Luxembourg","W","Women","MEAN","Mean","YOUTH","Youth over Prime-age","2014","2014",42.6812585499316,,
"LUX","Luxembourg","M","Men","MEAN","Mean","YOUTH","Youth over Prime-age","2002","2002",26.7801857585139,,
"LUX","Luxembourg","M","Men","MEAN","Mean","YOUTH","Youth over Prime-age","2006","2006",31.8314424635332,,
"LUX","Luxembourg","M","Men","MEAN","Mean","YOUTH","Youth over Prime-age","2010","2010",36.2847222222222,,
"LUX","Luxembourg","M","Men","MEAN","Mean","YOUTH","Youth over Prime-age","2014","2014",36.8924889543446,,
"LUX","Luxembourg","T","Total","MEAN","Mean","YOUTH","Youth over Prime-age","2002","2002",34.9158249158249,,
"LUX","Luxembourg","T","Total","MEAN","Mean","YOUTH","Youth over Prime-age","2006","2006",40.2474955804361,,
"LUX","Luxembourg","T","Total","MEAN","Mean","YOUTH","Youth over Prime-age","2010","2010",43.5667107001321,,
"LUX","Luxembourg","T","Total","MEAN","Mean","YOUTH","Youth over Prime-age","2014","2014",40.9641360037261,,
"LUX","Luxembourg","W","Women","MEDIAN","Median","YOUTH","Youth over Prime-age","2002","2002",29.1353383458647,,
"LUX","Luxembourg","W","Women","MEDIAN","Median","YOUTH","Youth over Prime-age","2006","2006",32.681755829904,,
"LUX","Luxembourg","W","Women","MEDIAN","Median","YOUTH","Youth over Prime-age","2010","2010",33.9723444374607,,
"LUX","Luxembourg","W","Women","MEDIAN","Median","YOUTH","Youth over Prime-age","2014","2014",31.0441880101323,,
"LUX","Luxembourg","M","Men","MEDIAN","Median","YOUTH","Youth over Prime-age","2002","2002",22.6406926406926,,
"LUX","Luxembourg","M","Men","MEDIAN","Median","YOUTH","Youth over Prime-age","2006","2006",27.2727272727273,,
"LUX","Luxembourg","M","Men","MEDIAN","Median","YOUTH","Youth over Prime-age","2010","2010",29.5315024232633,,
"LUX","Luxembourg","M","Men","MEDIAN","Median","YOUTH","Youth over Prime-age","2014","2014",32.648401826484,,
"LUX","Luxembourg","T","Total","MEDIAN","Median","YOUTH","Youth over Prime-age","2002","2002",28.4827318587505,,
"LUX","Luxembourg","T","Total","MEDIAN","Median","YOUTH","Youth over Prime-age","2006","2006",31.0608695652174,,
"LUX","Luxembourg","T","Total","MEDIAN","Median","YOUTH","Youth over Prime-age","2010","2010",32.4683544303797,,
"LUX","Luxembourg","T","Total","MEDIAN","Median","YOUTH","Youth over Prime-age","2014","2014",31.8566591422122,,
"MEX","Mexico","W","Women","MEAN","Mean","YOUTH","Youth over Prime-age","2005","2005",36.2550891503628,,
"MEX","Mexico","W","Women","MEAN","Mean","YOUTH","Youth over Prime-age","2006","2006",34.4610429047493,,
"MEX","Mexico","W","Women","MEAN","Mean","YOUTH","Youth over Prime-age","2007","2007",32.8331181925899,,
"MEX","Mexico","W","Women","MEAN","Mean","YOUTH","Youth over Prime-age","2008","2008",32.3136005555368,,
"MEX","Mexico","W","Women","MEAN","Mean","YOUTH","Youth over Prime-age","2009","2009",32.9166743177577,,
"MEX","Mexico","W","Women","MEAN","Mean","YOUTH","Youth over Prime-age","2010","2010",31.3939114198007,,
"MEX","Mexico","W","Women","MEAN","Mean","YOUTH","Youth over Prime-age","2011","2011",30.4226639599865,,
"MEX","Mexico","W","Women","MEAN","Mean","YOUTH","Youth over Prime-age","2012","2012",30.24428061728,,
"MEX","Mexico","W","Women","MEAN","Mean","YOUTH","Youth over Prime-age","2013","2013",30.003821382645,,
"MEX","Mexico","W","Women","MEAN","Mean","YOUTH","Youth over Prime-age","2014","2014",28.9384664515863,,
"MEX","Mexico","W","Women","MEAN","Mean","YOUTH","Youth over Prime-age","2015","2015",29.0503616870785,,
"MEX","Mexico","W","Women","MEAN","Mean","YOUTH","Youth over Prime-age","2016","2016",27.451385082645,,
"MEX","Mexico","W","Women","MEAN","Mean","YOUTH","Youth over Prime-age","2017","2017",27.0934903203772,,
"MEX","Mexico","W","Women","MEAN","Mean","YOUTH","Youth over Prime-age","2018","2018",25.2191339609748,,
"MEX","Mexico","W","Women","MEAN","Mean","YOUTH","Youth over Prime-age","2019","2019",23.9939144931948,,
"MEX","Mexico","M","Men","MEAN","Mean","YOUTH","Youth over Prime-age","2005","2005",38.372704512527,,
"MEX","Mexico","M","Men","MEAN","Mean","YOUTH","Youth over Prime-age","2006","2006",36.8004699620561,,
"MEX","Mexico","M","Men","MEAN","Mean","YOUTH","Youth over Prime-age","2007","2007",35.7826975807754,,
"MEX","Mexico","M","Men","MEAN","Mean","YOUTH","Youth over Prime-age","2008","2008",35.0335481298895,,
"MEX","Mexico","M","Men","MEAN","Mean","YOUTH","Youth over Prime-age","2009","2009",34.4178448145855,,
"MEX","Mexico","M","Men","MEAN","Mean","YOUTH","Youth over Prime-age","2010","2010",34.4145346984084,,
"MEX","Mexico","M","Men","MEAN","Mean","YOUTH","Youth over Prime-age","2011","2011",32.6367619861261,,
"MEX","Mexico","M","Men","MEAN","Mean","YOUTH","Youth over Prime-age","2012","2012",32.366248162997,,
"MEX","Mexico","M","Men","MEAN","Mean","YOUTH","Youth over Prime-age","2013","2013",32.353796846944,,
"MEX","Mexico","M","Men","MEAN","Mean","YOUTH","Youth over Prime-age","2014","2014",31.7457199058349,,
"MEX","Mexico","M","Men","MEAN","Mean","YOUTH","Youth over Prime-age","2015","2015",31.0256575862941,,
"MEX","Mexico","M","Men","MEAN","Mean","YOUTH","Youth over Prime-age","2016","2016",30.322660141358,,
"MEX","Mexico","M","Men","MEAN","Mean","YOUTH","Youth over Prime-age","2017","2017",28.0911289212927,,
"MEX","Mexico","M","Men","MEAN","Mean","YOUTH","Youth over Prime-age","2018","2018",28.0108267887106,,
"MEX","Mexico","M","Men","MEAN","Mean","YOUTH","Youth over Prime-age","2019","2019",27.4677316725018,,
"MEX","Mexico","T","Total","MEAN","Mean","YOUTH","Youth over Prime-age","2005","2005",37.9600891533502,,
"MEX","Mexico","T","Total","MEAN","Mean","YOUTH","Youth over Prime-age","2006","2006",36.2706385089861,,
"MEX","Mexico","T","Total","MEAN","Mean","YOUTH","Youth over Prime-age","2007","2007",35.0849187195787,,
"MEX","Mexico","T","Total","MEAN","Mean","YOUTH","Youth over Prime-age","2008","2008",34.3415563205921,,
"MEX","Mexico","T","Total","MEAN","Mean","YOUTH","Youth over Prime-age","2009","2009",33.9387155092231,,
"MEX","Mexico","T","Total","MEAN","Mean","YOUTH","Youth over Prime-age","2010","2010",33.4895169355371,,
"MEX","Mexico","T","Total","MEAN","Mean","YOUTH","Youth over Prime-age","2011","2011",31.9076434684538,,
"MEX","Mexico","T","Total","MEAN","Mean","YOUTH","Youth over Prime-age","2012","2012",31.6310286404278,,
"MEX","Mexico","T","Total","MEAN","Mean","YOUTH","Youth over Prime-age","2013","2013",31.5456442757468,,
"MEX","Mexico","T","Total","MEAN","Mean","YOUTH","Youth over Prime-age","2014","2014",30.7328392358449,,
"MEX","Mexico","T","Total","MEAN","Mean","YOUTH","Youth over Prime-age","2015","2015",30.2270214031049,,
"MEX","Mexico","T","Total","MEAN","Mean","YOUTH","Youth over Prime-age","2016","2016",29.2817612722179,,
"MEX","Mexico","T","Total","MEAN","Mean","YOUTH","Youth over Prime-age","2017","2017",27.5572448640939,,
"MEX","Mexico","T","Total","MEAN","Mean","YOUTH","Youth over Prime-age","2018","2018",26.918128317,,
"MEX","Mexico","T","Total","MEAN","Mean","YOUTH","Youth over Prime-age","2019","2019",26.151429554463,,
"MEX","Mexico","W","Women","MEDIAN","Median","YOUTH","Youth over Prime-age","2005","2005",20,,
"MEX","Mexico","W","Women","MEDIAN","Median","YOUTH","Youth over Prime-age","2006","2006",21.25,,
"MEX","Mexico","W","Women","MEDIAN","Median","YOUTH","Youth over Prime-age","2007","2007",17.6470588235294,,
"MEX","Mexico","W","Women","MEDIAN","Median","YOUTH","Youth over Prime-age","2008","2008",22.2222222222222,,
"MEX","Mexico","W","Women","MEDIAN","Median","YOUTH","Youth over Prime-age","2009","2009",24.75,,
"MEX","Mexico","W","Women","MEDIAN","Median","YOUTH","Youth over Prime-age","2010","2010",21.525,,
"MEX","Mexico","W","Women","MEDIAN","Median","YOUTH","Youth over Prime-age","2011","2011",17.5,,
"MEX","Mexico","W","Women","MEDIAN","Median","YOUTH","Youth over Prime-age","2012","2012",20,,
"MEX","Mexico","W","Women","MEDIAN","Median","YOUTH","Youth over Prime-age","2013","2013",20,,
"MEX","Mexico","W","Women","MEDIAN","Median","YOUTH","Youth over Prime-age","2014","2014",20,,
"MEX","Mexico","W","Women","MEDIAN","Median","YOUTH","Youth over Prime-age","2015","2015",11.3023255813953,,
"MEX","Mexico","W","Women","MEDIAN","Median","YOUTH","Youth over Prime-age","2016","2016",15.4334038054968,,
"MEX","Mexico","W","Women","MEDIAN","Median","YOUTH","Youth over Prime-age","2017","2017",16.6666666666667,,
"MEX","Mexico","W","Women","MEDIAN","Median","YOUTH","Youth over Prime-age","2018","2018",16.6666666666667,,
"MEX","Mexico","W","Women","MEDIAN","Median","YOUTH","Youth over Prime-age","2019","2019",14.1323792486583,,
"MEX","Mexico","M","Men","MEDIAN","Median","YOUTH","Youth over Prime-age","2005","2005",22.2222222222222,,
"MEX","Mexico","M","Men","MEDIAN","Median","YOUTH","Youth over Prime-age","2006","2006",26.5238095238095,,
"MEX","Mexico","M","Men","MEDIAN","Median","YOUTH","Youth over Prime-age","2007","2007",20,,
"MEX","Mexico","M","Men","MEDIAN","Median","YOUTH","Youth over Prime-age","2008","2008",21.8181818181818,,
"MEX","Mexico","M","Men","MEDIAN","Median","YOUTH","Youth over Prime-age","2009","2009",23.1799910674408,,
"MEX","Mexico","M","Men","MEDIAN","Median","YOUTH","Youth over Prime-age","2010","2010",27.2727272727273,,
"MEX","Mexico","M","Men","MEDIAN","Median","YOUTH","Youth over Prime-age","2011","2011",26.9,,
"MEX","Mexico","M","Men","MEDIAN","Median","YOUTH","Youth over Prime-age","2012","2012",25,,
"MEX","Mexico","M","Men","MEDIAN","Median","YOUTH","Youth over Prime-age","2013","2013",25,,
"MEX","Mexico","M","Men","MEDIAN","Median","YOUTH","Youth over Prime-age","2014","2014",22.4806201550388,,
"MEX","Mexico","M","Men","MEDIAN","Median","YOUTH","Youth over Prime-age","2015","2015",16.6666666666667,,
"MEX","Mexico","M","Men","MEDIAN","Median","YOUTH","Youth over Prime-age","2016","2016",23.0769230769231,,
"MEX","Mexico","M","Men","MEDIAN","Median","YOUTH","Youth over Prime-age","2017","2017",21.1666666666667,,
"MEX","Mexico","M","Men","MEDIAN","Median","YOUTH","Youth over Prime-age","2018","2018",19.375,,
"MEX","Mexico","M","Men","MEDIAN","Median","YOUTH","Youth over Prime-age","2019","2019",20,,
"MEX","Mexico","T","Total","MEDIAN","Median","YOUTH","Youth over Prime-age","2005","2005",26.4473684210526,,
"MEX","Mexico","T","Total","MEDIAN","Median","YOUTH","Youth over Prime-age","2006","2006",24.75,,
"MEX","Mexico","T","Total","MEDIAN","Median","YOUTH","Youth over Prime-age","2007","2007",24.06264831514,,
"MEX","Mexico","T","Total","MEDIAN","Median","YOUTH","Youth over Prime-age","2008","2008",20,,
"MEX","Mexico","T","Total","MEDIAN","Median","YOUTH","Youth over Prime-age","2009","2009",20,,
"MEX","Mexico","T","Total","MEDIAN","Median","YOUTH","Youth over Prime-age","2010","2010",20,,
"MEX","Mexico","T","Total","MEDIAN","Median","YOUTH","Youth over Prime-age","2011","2011",23.5555555555556,,
"MEX","Mexico","T","Total","MEDIAN","Median","YOUTH","Youth over Prime-age","2012","2012",22.7272727272727,,
"MEX","Mexico","T","Total","MEDIAN","Median","YOUTH","Youth over Prime-age","2013","2013",22.6,,
"MEX","Mexico","T","Total","MEDIAN","Median","YOUTH","Youth over Prime-age","2014","2014",22.6,,
"MEX","Mexico","T","Total","MEDIAN","Median","YOUTH","Youth over Prime-age","2015","2015",22.4806201550388,,
"MEX","Mexico","T","Total","MEDIAN","Median","YOUTH","Youth over Prime-age","2016","2016",16.6666666666667,,
"MEX","Mexico","T","Total","MEDIAN","Median","YOUTH","Youth over Prime-age","2017","2017",21.5384615384615,,
"MEX","Mexico","T","Total","MEDIAN","Median","YOUTH","Youth over Prime-age","2018","2018",18.3333333333333,,
"MEX","Mexico","T","Total","MEDIAN","Median","YOUTH","Youth over Prime-age","2019","2019",19.375,,
"NLD","Netherlands","W","Women","MEAN","Mean","YOUTH","Youth over Prime-age","2002","2002",40.461215932914,,
"NLD","Netherlands","W","Women","MEAN","Mean","YOUTH","Youth over Prime-age","2006","2006",41.3864674138647,,
"NLD","Netherlands","W","Women","MEAN","Mean","YOUTH","Youth over Prime-age","2010","2010",37.1299198885406,,
"NLD","Netherlands","W","Women","MEAN","Mean","YOUTH","Youth over Prime-age","2014","2014",41.2585244885307,,
"NLD","Netherlands","M","Men","MEAN","Mean","YOUTH","Youth over Prime-age","2002","2002",51.8686692280824,,
"NLD","Netherlands","M","Men","MEAN","Mean","YOUTH","Youth over Prime-age","2006","2006",51.1880515953836,,
"NLD","Netherlands","M","Men","MEAN","Mean","YOUTH","Youth over Prime-age","2010","2010",47.6940704669149,,
"NLD","Netherlands","M","Men","MEAN","Mean","YOUTH","Youth over Prime-age","2014","2014",49.7321906802357,,
"NLD","Netherlands","T","Total","MEAN","Mean","YOUTH","Youth over Prime-age","2002","2002",49.493487698987,,
"NLD","Netherlands","T","Total","MEAN","Mean","YOUTH","Youth over Prime-age","2006","2006",49.307774227902,,
"NLD","Netherlands","T","Total","MEAN","Mean","YOUTH","Youth over Prime-age","2010","2010",45.6476218965001,,
"NLD","Netherlands","T","Total","MEAN","Mean","YOUTH","Youth over Prime-age","2014","2014",47.7971737323358,,
"NLD","Netherlands","W","Women","MEDIAN","Median","YOUTH","Youth over Prime-age","2002","2002",35.7657657657658,,
"NLD","Netherlands","W","Women","MEDIAN","Median","YOUTH","Youth over Prime-age","2006","2006",33.0141358869129,,
"NLD","Netherlands","W","Women","MEDIAN","Median","YOUTH","Youth over Prime-age","2010","2010",30.736598534516,,
"NLD","Netherlands","W","Women","MEDIAN","Median","YOUTH","Youth over Prime-age","2014","2014",34.0845070422535,,
"NLD","Netherlands","M","Men","MEDIAN","Median","YOUTH","Youth over Prime-age","2002","2002",45.5958549222798,,
"NLD","Netherlands","M","Men","MEDIAN","Median","YOUTH","Youth over Prime-age","2006","2006",42.7670476941269,,
"NLD","Netherlands","M","Men","MEDIAN","Median","YOUTH","Youth over Prime-age","2010","2010",41.579634464752,,
"NLD","Netherlands","M","Men","MEDIAN","Median","YOUTH","Youth over Prime-age","2014","2014",42.914979757085,,
"NLD","Netherlands","T","Total","MEDIAN","Median","YOUTH","Youth over Prime-age","2002","2002",42.962356792144,,
"NLD","Netherlands","T","Total","MEDIAN","Median","YOUTH","Youth over Prime-age","2006","2006",40.359477124183,,
"NLD","Netherlands","T","Total","MEDIAN","Median","YOUTH","Youth over Prime-age","2010","2010",39.1997287216005,,
"NLD","Netherlands","T","Total","MEDIAN","Median","YOUTH","Youth over Prime-age","2014","2014",40.3926617315739,,
"NZL","New Zealand","W","Women","MEAN","Mean","YOUTH","Youth over Prime-age","2000","2000",26.9953357371663,,
"NZL","New Zealand","W","Women","MEAN","Mean","YOUTH","Youth over Prime-age","2001","2001",25.8381003495974,,
"NZL","New Zealand","W","Women","MEAN","Mean","YOUTH","Youth over Prime-age","2002","2002",28.5721124413794,,
"NZL","New Zealand","W","Women","MEAN","Mean","YOUTH","Youth over Prime-age","2003","2003",27.081831764611,,
"NZL","New Zealand","W","Women","MEAN","Mean","YOUTH","Youth over Prime-age","2004","2004",28.6941763833682,,
"NZL","New Zealand","W","Women","MEAN","Mean","YOUTH","Youth over Prime-age","2005","2005",24.6730723760855,,
"NZL","New Zealand","W","Women","MEAN","Mean","YOUTH","Youth over Prime-age","2006","2006",28.9496199092264,,
"NZL","New Zealand","W","Women","MEAN","Mean","YOUTH","Youth over Prime-age","2007","2007",29.8902790317466,,
"NZL","New Zealand","W","Women","MEAN","Mean","YOUTH","Youth over Prime-age","2008","2008",27.0943710490673,,
"NZL","New Zealand","W","Women","MEAN","Mean","YOUTH","Youth over Prime-age","2009","2009",29.5303615241176,,
"NZL","New Zealand","W","Women","MEAN","Mean","YOUTH","Youth over Prime-age","2010","2010",29.7040077206299,,
"NZL","New Zealand","W","Women","MEAN","Mean","YOUTH","Youth over Prime-age","2011","2011",30.4898252113035,,
"NZL","New Zealand","W","Women","MEAN","Mean","YOUTH","Youth over Prime-age","2012","2012",31.1369595059994,,
"NZL","New Zealand","W","Women","MEAN","Mean","YOUTH","Youth over Prime-age","2013","2013",31.3084028905768,,
"NZL","New Zealand","W","Women","MEAN","Mean","YOUTH","Youth over Prime-age","2014","2014",32.1788225479198,,
"NZL","New Zealand","W","Women","MEAN","Mean","YOUTH","Youth over Prime-age","2015","2015",31.473466386836,,
"NZL","New Zealand","W","Women","MEAN","Mean","YOUTH","Youth over Prime-age","2016","2016",31.8029892268979,,
"NZL","New Zealand","W","Women","MEAN","Mean","YOUTH","Youth over Prime-age","2017","2017",31.3473891300075,,
"NZL","New Zealand","W","Women","MEAN","Mean","YOUTH","Youth over Prime-age","2018","2018",29.8451863641256,,
"NZL","New Zealand","W","Women","MEAN","Mean","YOUTH","Youth over Prime-age","2019","2019",26.4547857341265,,
"NZL","New Zealand","M","Men","MEAN","Mean","YOUTH","Youth over Prime-age","2000","2000",37.2994469166535,,
"NZL","New Zealand","M","Men","MEAN","Mean","YOUTH","Youth over Prime-age","2001","2001",36.8270566612166,,
"NZL","New Zealand","M","Men","MEAN","Mean","YOUTH","Youth over Prime-age","2002","2002",36.2451511219932,,
"NZL","New Zealand","M","Men","MEAN","Mean","YOUTH","Youth over Prime-age","2003","2003",39.0224827981528,,
"NZL","New Zealand","M","Men","MEAN","Mean","YOUTH","Youth over Prime-age","2004","2004",37.6269343602206,,
"NZL","New Zealand","M","Men","MEAN","Mean","YOUTH","Youth over Prime-age","2005","2005",38.7665240154956,,
"NZL","New Zealand","M","Men","MEAN","Mean","YOUTH","Youth over Prime-age","2006","2006",34.8854034132759,,
"NZL","New Zealand","M","Men","MEAN","Mean","YOUTH","Youth over Prime-age","2007","2007",40.8803086170417,,
"NZL","New Zealand","M","Men","MEAN","Mean","YOUTH","Youth over Prime-age","2008","2008",39.4445811391752,,
"NZL","New Zealand","M","Men","MEAN","Mean","YOUTH","Youth over Prime-age","2009","2009",38.3465026830226,,
"NZL","New Zealand","M","Men","MEAN","Mean","YOUTH","Youth over Prime-age","2010","2010",39.8575313780575,,
"NZL","New Zealand","M","Men","MEAN","Mean","YOUTH","Youth over Prime-age","2011","2011",35.6572911165493,,
"NZL","New Zealand","M","Men","MEAN","Mean","YOUTH","Youth over Prime-age","2012","2012",39.6188208438291,,
"NZL","New Zealand","M","Men","MEAN","Mean","YOUTH","Youth over Prime-age","2013","2013",41.3793782506145,,
"NZL","New Zealand","M","Men","MEAN","Mean","YOUTH","Youth over Prime-age","2014","2014",41.65389972859,,
"NZL","New Zealand","M","Men","MEAN","Mean","YOUTH","Youth over Prime-age","2015","2015",41.3353935059072,,
"NZL","New Zealand","M","Men","MEAN","Mean","YOUTH","Youth over Prime-age","2016","2016",40.0847808813387,,
"NZL","New Zealand","M","Men","MEAN","Mean","YOUTH","Youth over Prime-age","2017","2017",40.2032377930896,,
"NZL","New Zealand","M","Men","MEAN","Mean","YOUTH","Youth over Prime-age","2018","2018",36.8278163864569,,
"NZL","New Zealand","M","Men","MEAN","Mean","YOUTH","Youth over Prime-age","2019","2019",36.6290597421299,,
"NZL","New Zealand","T","Total","MEAN","Mean","YOUTH","Youth over Prime-age","2000","2000",33.4360146131021,,
"NZL","New Zealand","T","Total","MEAN","Mean","YOUTH","Youth over Prime-age","2001","2001",32.6654990576761,,
"NZL","New Zealand","T","Total","MEAN","Mean","YOUTH","Youth over Prime-age","2002","2002",33.3476597231633,,
"NZL","New Zealand","T","Total","MEAN","Mean","YOUTH","Youth over Prime-age","2003","2003",34.5312716606153,,
"NZL","New Zealand","T","Total","MEAN","Mean","YOUTH","Youth over Prime-age","2004","2004",34.2155929751321,,
"NZL","New Zealand","T","Total","MEAN","Mean","YOUTH","Youth over Prime-age","2005","2005",33.5677791404105,,
"NZL","New Zealand","T","Total","MEAN","Mean","YOUTH","Youth over Prime-age","2006","2006",32.4715596175057,,
"NZL","New Zealand","T","Total","MEAN","Mean","YOUTH","Youth over Prime-age","2007","2007",36.7295323923438,,
"NZL","New Zealand","T","Total","MEAN","Mean","YOUTH","Youth over Prime-age","2008","2008",34.7339867514731,,
"NZL","New Zealand","T","Total","MEAN","Mean","YOUTH","Youth over Prime-age","2009","2009",34.9164048917834,,
"NZL","New Zealand","T","Total","MEAN","Mean","YOUTH","Youth over Prime-age","2010","2010",35.8909284388248,,
"NZL","New Zealand","T","Total","MEAN","Mean","YOUTH","Youth over Prime-age","2011","2011",33.569014374651,,
"NZL","New Zealand","T","Total","MEAN","Mean","YOUTH","Youth over Prime-age","2012","2012",36.2411163918583,,
"NZL","New Zealand","T","Total","MEAN","Mean","YOUTH","Youth over Prime-age","2013","2013",37.4822608727664,,
"NZL","New Zealand","T","Total","MEAN","Mean","YOUTH","Youth over Prime-age","2014","2014",38.0217983092446,,
"NZL","New Zealand","T","Total","MEAN","Mean","YOUTH","Youth over Prime-age","2015","2015",37.6049729626057,,
"NZL","New Zealand","T","Total","MEAN","Mean","YOUTH","Youth over Prime-age","2016","2016",36.7695195443168,,
"NZL","New Zealand","T","Total","MEAN","Mean","YOUTH","Youth over Prime-age","2017","2017",36.6723517435408,,
"NZL","New Zealand","T","Total","MEAN","Mean","YOUTH","Youth over Prime-age","2018","2018",33.9395915824867,,
"NZL","New Zealand","T","Total","MEAN","Mean","YOUTH","Youth over Prime-age","2019","2019",32.4455340053178,,
"NOR","Norway","T","Total","MEAN","Mean","YOUTH","Youth over Prime-age","2000","2000",29.4544535045642,,
"NOR","Norway","T","Total","MEAN","Mean","YOUTH","Youth over Prime-age","2001","2001",30.9998680785614,,
"NOR","Norway","T","Total","MEAN","Mean","YOUTH","Youth over Prime-age","2002","2002",31.4195912957642,,
"NOR","Norway","T","Total","MEAN","Mean","YOUTH","Youth over Prime-age","2003","2003",31.6562095178184,,
"NOR","Norway","T","Total","MEAN","Mean","YOUTH","Youth over Prime-age","2004","2004",31.9503151875513,,
"NOR","Norway","T","Total","MEAN","Mean","YOUTH","Youth over Prime-age","2005","2005",32.7825687839629,,
"NOR","Norway","T","Total","MEAN","Mean","YOUTH","Youth over Prime-age","2006","2006",33.5556044004196,,
"NOR","Norway","T","Total","MEAN","Mean","YOUTH","Youth over Prime-age","2007","2007",33.9083030179062,,
"NOR","Norway","T","Total","MEAN","Mean","YOUTH","Youth over Prime-age","2008","2008",34.6133795954696,,
