"SUBJECT","Subject","LOCATION","Country","FREQUENCY","Frequency","TIME","Time","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"LCEAMN01_IXOB","Manufacturing, Index","HUN","Hungary","Q","Quarterly","2019-Q1","Q1-2019","IDX","Index","0","Units","2015_100","2015=100",141.314,,
"LCEAMN01_IXOB","Manufacturing, Index","HUN","Hungary","Q","Quarterly","2019-Q2","Q2-2019","IDX","Index","0","Units","2015_100","2015=100",149.6301,,
"LCEAMN01_IXOB","Manufacturing, Index","HUN","Hungary","Q","Quarterly","2019-Q3","Q3-2019","IDX","Index","0","Units","2015_100","2015=100",144.5687,,
"LCEAMN01_IXOB","Manufacturing, Index","HUN","Hungary","Q","Quarterly","2019-Q4","Q4-2019","IDX","Index","0","Units","2015_100","2015=100",158.8846,,
"LCEAMN01_IXOB","Manufacturing, Index","HUN","Hungary","Q","Quarterly","2020-Q1","Q1-2020","IDX","Index","0","Units","2015_100","2015=100",154.3879,,
"LCEAMN01_IXOB","Manufacturing, Index","HUN","Hungary","Q","Quarterly","2020-Q2","Q2-2020","IDX","Index","0","Units","2015_100","2015=100",156.7039,,
"LCEAMN01_IXOB","Manufacturing, Index","HUN","Hungary","Q","Quarterly","2020-Q3","Q3-2020","IDX","Index","0","Units","2015_100","2015=100",158.5113,,
"LCEAMN01_IXOB","Manufacturing, Index","HUN","Hungary","Q","Quarterly","2020-Q4","Q4-2020","IDX","Index","0","Units","2015_100","2015=100",173.4561,,
"LCEAMN01_IXOB","Manufacturing, Index","ISL","Iceland","Q","Quarterly","2018-Q1","Q1-2018","IDX","Index","0","Units","2015_100","2015=100",121.4361,,
"LCEAMN01_IXOB","Manufacturing, Index","ISL","Iceland","Q","Quarterly","2018-Q2","Q2-2018","IDX","Index","0","Units","2015_100","2015=100",123.7875,,
"LCEAMN01_IXOB","Manufacturing, Index","ISL","Iceland","Q","Quarterly","2018-Q3","Q3-2018","IDX","Index","0","Units","2015_100","2015=100",124.8373,,
"LCEAMN01_IXOB","Manufacturing, Index","ISL","Iceland","Q","Quarterly","2018-Q4","Q4-2018","IDX","Index","0","Units","2015_100","2015=100",126.139,,
"LCEAMN01_IXOB","Manufacturing, Index","ISL","Iceland","Q","Quarterly","2019-Q1","Q1-2019","IDX","Index","0","Units","2015_100","2015=100",127.0208,,
"LCEAMN01_IXOB","Manufacturing, Index","ISL","Iceland","Q","Quarterly","2019-Q2","Q2-2019","IDX","Index","0","Units","2015_100","2015=100",130.338,,
"LCEAMN01_IXOB","Manufacturing, Index","ISL","Iceland","Q","Quarterly","2019-Q3","Q3-2019","IDX","Index","0","Units","2015_100","2015=100",131.4718,,
"LCEAMN01_IXOB","Manufacturing, Index","ISL","Iceland","Q","Quarterly","2019-Q4","Q4-2019","IDX","Index","0","Units","2015_100","2015=100",132.6055,,
"LCEAMN01_IXOB","Manufacturing, Index","ISL","Iceland","Q","Quarterly","2020-Q1","Q1-2020","IDX","Index","0","Units","2015_100","2015=100",133.8232,,
"LCEAMN01_IXOB","Manufacturing, Index","ISL","Iceland","Q","Quarterly","2020-Q2","Q2-2020","IDX","Index","0","Units","2015_100","2015=100",139.366,,
"LCEAMN01_IXOB","Manufacturing, Index","ISL","Iceland","Q","Quarterly","2020-Q3","Q3-2020","IDX","Index","0","Units","2015_100","2015=100",139.4499,,
"LCEAMN01_IXOB","Manufacturing, Index","ISL","Iceland","Q","Quarterly","2020-Q4","Q4-2020","IDX","Index","0","Units","2015_100","2015=100",141.9274,,
"LCEAMN01_IXOB","Manufacturing, Index","IRL","Ireland","Q","Quarterly","2018-Q1","Q1-2018","IDX","Index","0","Units","2015_100","2015=100",108.8382,,
"LCEAMN01_IXOB","Manufacturing, Index","IRL","Ireland","Q","Quarterly","2018-Q2","Q2-2018","IDX","Index","0","Units","2015_100","2015=100",104.2975,,
"LCEAMN01_IXOB","Manufacturing, Index","IRL","Ireland","Q","Quarterly","2018-Q3","Q3-2018","IDX","Index","0","Units","2015_100","2015=100",102.6758,,
"LCEAMN01_IXOB","Manufacturing, Index","IRL","Ireland","Q","Quarterly","2018-Q4","Q4-2018","IDX","Index","0","Units","2015_100","2015=100",105.7338,,
"LCEAMN01_IXOB","Manufacturing, Index","IRL","Ireland","Q","Quarterly","2019-Q1","Q1-2019","IDX","Index","0","Units","2015_100","2015=100",111.1549,,
"LCEAMN01_IXOB","Manufacturing, Index","IRL","Ireland","Q","Quarterly","2019-Q2","Q2-2019","IDX","Index","0","Units","2015_100","2015=100",106.4288,,
"LCEAMN01_IXOB","Manufacturing, Index","IRL","Ireland","Q","Quarterly","2019-Q3","Q3-2019","IDX","Index","0","Units","2015_100","2015=100",104.1121,,
"LCEAMN01_IXOB","Manufacturing, Index","IRL","Ireland","Q","Quarterly","2019-Q4","Q4-2019","IDX","Index","0","Units","2015_100","2015=100",109.5332,,
"LCEAMN01_IXOB","Manufacturing, Index","IRL","Ireland","Q","Quarterly","2020-Q1","Q1-2020","IDX","Index","0","Units","2015_100","2015=100",114.8616,,
"LCEAMN01_IXOB","Manufacturing, Index","IRL","Ireland","Q","Quarterly","2020-Q2","Q2-2020","IDX","Index","0","Units","2015_100","2015=100",112.7302,,
"LCEAMN01_IXOB","Manufacturing, Index","IRL","Ireland","Q","Quarterly","2020-Q3","Q3-2020","IDX","Index","0","Units","2015_100","2015=100",106.7068,,
"LCEAMN01_IXOB","Manufacturing, Index","IRL","Ireland","Q","Quarterly","2020-Q4","Q4-2020","IDX","Index","0","Units","2015_100","2015=100",111.9425,,
"LCEAMN01_IXOB","Manufacturing, Index","ITA","Italy","Q","Quarterly","2018-Q1","Q1-2018","IDX","Index","0","Units","2015_100","2015=100",101.6218,,
"LCEAMN01_IXOB","Manufacturing, Index","ITA","Italy","Q","Quarterly","2018-Q2","Q2-2018","IDX","Index","0","Units","2015_100","2015=100",101.9228,,
"LCEAMN01_IXOB","Manufacturing, Index","ITA","Italy","Q","Quarterly","2018-Q3","Q3-2018","IDX","Index","0","Units","2015_100","2015=100",102.3575,,
"LCEAMN01_IXOB","Manufacturing, Index","ITA","Italy","Q","Quarterly","2018-Q4","Q4-2018","IDX","Index","0","Units","2015_100","2015=100",102.5247,,
"LCEAMN01_IXOB","Manufacturing, Index","ITA","Italy","Q","Quarterly","2019-Q1","Q1-2019","IDX","Index","0","Units","2015_100","2015=100",102.7253,,
"LCEAMN01_IXOB","Manufacturing, Index","ITA","Italy","Q","Quarterly","2019-Q2","Q2-2019","IDX","Index","0","Units","2015_100","2015=100",102.9928,,
"LCEAMN01_IXOB","Manufacturing, Index","ITA","Italy","Q","Quarterly","2019-Q3","Q3-2019","IDX","Index","0","Units","2015_100","2015=100",103.3606,,
"LCEAMN01_IXOB","Manufacturing, Index","ITA","Italy","Q","Quarterly","2019-Q4","Q4-2019","IDX","Index","0","Units","2015_100","2015=100",103.4275,,
"LCEAMN01_IXOB","Manufacturing, Index","ITA","Italy","Q","Quarterly","2020-Q1","Q1-2020","IDX","Index","0","Units","2015_100","2015=100",103.5613,,
"LCEAMN01_IXOB","Manufacturing, Index","ITA","Italy","Q","Quarterly","2020-Q2","Q2-2020","IDX","Index","0","Units","2015_100","2015=100",103.7953,,
"LCEAMN01_IXOB","Manufacturing, Index","ITA","Italy","Q","Quarterly","2020-Q3","Q3-2020","IDX","Index","0","Units","2015_100","2015=100",104.0294,,
"LCEAMN01_IXOB","Manufacturing, Index","ITA","Italy","Q","Quarterly","2020-Q4","Q4-2020","IDX","Index","0","Units","2015_100","2015=100",104.1297,,
"LCEAMN01_IXOB","Manufacturing, Index","JPN","Japan","Q","Quarterly","2018-Q1","Q1-2018","IDX","Index","0","Units","2015_100","2015=100",82.64022,,
"LCEAMN01_IXOB","Manufacturing, Index","JPN","Japan","Q","Quarterly","2018-Q2","Q2-2018","IDX","Index","0","Units","2015_100","2015=100",102.1418,,
"LCEAMN01_IXOB","Manufacturing, Index","JPN","Japan","Q","Quarterly","2018-Q3","Q3-2018","IDX","Index","0","Units","2015_100","2015=100",103.7753,,
"LCEAMN01_IXOB","Manufacturing, Index","JPN","Japan","Q","Quarterly","2018-Q4","Q4-2018","IDX","Index","0","Units","2015_100","2015=100",125.5105,,
"LCEAMN01_IXOB","Manufacturing, Index","JPN","Japan","Q","Quarterly","2019-Q1","Q1-2019","IDX","Index","0","Units","2015_100","2015=100",83.04025,,
"LCEAMN01_IXOB","Manufacturing, Index","JPN","Japan","Q","Quarterly","2019-Q2","Q2-2019","IDX","Index","0","Units","2015_100","2015=100",103.1086,,
"LCEAMN01_IXOB","Manufacturing, Index","JPN","Japan","Q","Quarterly","2019-Q3","Q3-2019","IDX","Index","0","Units","2015_100","2015=100",103.6086,,
"LCEAMN01_IXOB","Manufacturing, Index","JPN","Japan","Q","Quarterly","2019-Q4","Q4-2019","IDX","Index","0","Units","2015_100","2015=100",125.0438,,
"LCEAMN01_IXOB","Manufacturing, Index","JPN","Japan","Q","Quarterly","2020-Q1","Q1-2020","IDX","Index","0","Units","2015_100","2015=100",81.94016,,
"LCEAMN01_IXOB","Manufacturing, Index","JPN","Japan","Q","Quarterly","2020-Q2","Q2-2020","IDX","Index","0","Units","2015_100","2015=100",97.6748,,
"LCEAMN01_IXOB","Manufacturing, Index","JPN","Japan","Q","Quarterly","2020-Q3","Q3-2020","IDX","Index","0","Units","2015_100","2015=100",99.00825,,
"LCEAMN01_IXOB","Manufacturing, Index","JPN","Japan","Q","Quarterly","2020-Q4","Q4-2020","IDX","Index","0","Units","2015_100","2015=100",119.81,,
"LCEAMN01_IXOB","Manufacturing, Index","KOR","Korea","Q","Quarterly","2018-Q1","Q1-2018","IDX","Index","0","Units","2015_100","2015=100",127.4467,,
"LCEAMN01_IXOB","Manufacturing, Index","KOR","Korea","Q","Quarterly","2018-Q2","Q2-2018","IDX","Index","0","Units","2015_100","2015=100",101.4664,,
"LCEAMN01_IXOB","Manufacturing, Index","KOR","Korea","Q","Quarterly","2018-Q3","Q3-2018","IDX","Index","0","Units","2015_100","2015=100",111.9104,,
"LCEAMN01_IXOB","Manufacturing, Index","KOR","Korea","Q","Quarterly","2018-Q4","Q4-2018","IDX","Index","0","Units","2015_100","2015=100",113.5749,,
"LCEAMN01_IXOB","Manufacturing, Index","KOR","Korea","Q","Quarterly","2019-Q1","Q1-2019","IDX","Index","0","Units","2015_100","2015=100",129.7794,,
"LCEAMN01_IXOB","Manufacturing, Index","KOR","Korea","Q","Quarterly","2019-Q2","Q2-2019","IDX","Index","0","Units","2015_100","2015=100",104.5861,,
"LCEAMN01_IXOB","Manufacturing, Index","KOR","Korea","Q","Quarterly","2019-Q3","Q3-2019","IDX","Index","0","Units","2015_100","2015=100",115.6744,,
"LCEAMN01_IXOB","Manufacturing, Index","KOR","Korea","Q","Quarterly","2019-Q4","Q4-2019","IDX","Index","0","Units","2015_100","2015=100",114.7404,,
"LCEAMN01_IXOB","Manufacturing, Index","KOR","Korea","Q","Quarterly","2020-Q1","Q1-2020","IDX","Index","0","Units","2015_100","2015=100",122.9312,,
"LCEAMN01_IXOB","Manufacturing, Index","KOR","Korea","Q","Quarterly","2020-Q2","Q2-2020","IDX","Index","0","Units","2015_100","2015=100",104.5284,,
"LCEAMN01_IXOB","Manufacturing, Index","KOR","Korea","Q","Quarterly","2020-Q3","Q3-2020","IDX","Index","0","Units","2015_100","2015=100",116.937,,
"LCEAMN01_IXOB","Manufacturing, Index","KOR","Korea","Q","Quarterly","2020-Q4","Q4-2020","IDX","Index","0","Units","2015_100","2015=100",117.7539,,
"LCEAMN01_IXOB","Manufacturing, Index","LUX","Luxembourg","Q","Quarterly","2018-Q1","Q1-2018","IDX","Index","0","Units","2015_100","2015=100",94.95745,,
"LCEAMN01_IXOB","Manufacturing, Index","LUX","Luxembourg","Q","Quarterly","2018-Q2","Q2-2018","IDX","Index","0","Units","2015_100","2015=100",97.91995,,
"LCEAMN01_IXOB","Manufacturing, Index","LUX","Luxembourg","Q","Quarterly","2018-Q3","Q3-2018","IDX","Index","0","Units","2015_100","2015=100",95.052,,
"LCEAMN01_IXOB","Manufacturing, Index","LUX","Luxembourg","Q","Quarterly","2018-Q4","Q4-2018","IDX","Index","0","Units","2015_100","2015=100",109.3287,,
"LCEAMN01_IXOB","Manufacturing, Index","LUX","Luxembourg","Q","Quarterly","2019-Q1","Q1-2019","IDX","Index","0","Units","2015_100","2015=100",97.58842,,
"LCEAMN01_IXOB","Manufacturing, Index","LUX","Luxembourg","Q","Quarterly","2019-Q2","Q2-2019","IDX","Index","0","Units","2015_100","2015=100",101.0886,,
"LCEAMN01_IXOB","Manufacturing, Index","LUX","Luxembourg","Q","Quarterly","2019-Q3","Q3-2019","IDX","Index","0","Units","2015_100","2015=100",96.67752,,
"LCEAMN01_IXOB","Manufacturing, Index","LUX","Luxembourg","Q","Quarterly","2019-Q4","Q4-2019","IDX","Index","0","Units","2015_100","2015=100",109.7699,,
"LCEAMN01_IXOB","Manufacturing, Index","LUX","Luxembourg","Q","Quarterly","2020-Q1","Q1-2020","IDX","Index","0","Units","2015_100","2015=100",97.4347,,
"LCEAMN01_IXOB","Manufacturing, Index","LUX","Luxembourg","Q","Quarterly","2020-Q2","Q2-2020","IDX","Index","0","Units","2015_100","2015=100",94.75363,,
"LCEAMN01_IXOB","Manufacturing, Index","LUX","Luxembourg","Q","Quarterly","2020-Q3","Q3-2020","IDX","Index","0","Units","2015_100","2015=100",95.74204,,
"LCEAMN01_IXOB","Manufacturing, Index","LUX","Luxembourg","Q","Quarterly","2020-Q4","Q4-2020","IDX","Index","0","Units","2015_100","2015=100",109.2304,,
"LCEAMN01_IXOB","Manufacturing, Index","NLD","Netherlands","Q","Quarterly","2018-Q1","Q1-2018","IDX","Index","0","Units","2015_100","2015=100",105.0508,,
"LCEAMN01_IXOB","Manufacturing, Index","NLD","Netherlands","Q","Quarterly","2018-Q2","Q2-2018","IDX","Index","0","Units","2015_100","2015=100",105.328,,
"LCEAMN01_IXOB","Manufacturing, Index","NLD","Netherlands","Q","Quarterly","2018-Q3","Q3-2018","IDX","Index","0","Units","2015_100","2015=100",106.1903,,
"LCEAMN01_IXOB","Manufacturing, Index","NLD","Netherlands","Q","Quarterly","2018-Q4","Q4-2018","IDX","Index","0","Units","2015_100","2015=100",106.3443,,
"LCEAMN01_IXOB","Manufacturing, Index","NLD","Netherlands","Q","Quarterly","2019-Q1","Q1-2019","IDX","Index","0","Units","2015_100","2015=100",107.453,,
"LCEAMN01_IXOB","Manufacturing, Index","NLD","Netherlands","Q","Quarterly","2019-Q2","Q2-2019","IDX","Index","0","Units","2015_100","2015=100",108.1614,,
"LCEAMN01_IXOB","Manufacturing, Index","NLD","Netherlands","Q","Quarterly","2019-Q3","Q3-2019","IDX","Index","0","Units","2015_100","2015=100",109.1469,,
"LCEAMN01_IXOB","Manufacturing, Index","NLD","Netherlands","Q","Quarterly","2019-Q4","Q4-2019","IDX","Index","0","Units","2015_100","2015=100",109.7937,,
"LCEAMN01_IXOB","Manufacturing, Index","NLD","Netherlands","Q","Quarterly","2020-Q1","Q1-2020","IDX","Index","0","Units","2015_100","2015=100",111.7647,,
"LCEAMN01_IXOB","Manufacturing, Index","NLD","Netherlands","Q","Quarterly","2020-Q2","Q2-2020","IDX","Index","0","Units","2015_100","2015=100",112.0727,,
"LCEAMN01_IXOB","Manufacturing, Index","NLD","Netherlands","Q","Quarterly","2020-Q3","Q3-2020","IDX","Index","0","Units","2015_100","2015=100",113.6434,,
"LCEAMN01_IXOB","Manufacturing, Index","NLD","Netherlands","Q","Quarterly","2020-Q4","Q4-2020","IDX","Index","0","Units","2015_100","2015=100",113.6434,,
"LCEAMN01_IXOB","Manufacturing, Index","NZL","New Zealand","Q","Quarterly","2018-Q1","Q1-2018","IDX","Index","0","Units","2015_100","2015=100",105.6719,,
"LCEAMN01_IXOB","Manufacturing, Index","NZL","New Zealand","Q","Quarterly","2018-Q2","Q2-2018","IDX","Index","0","Units","2015_100","2015=100",105.0993,,
"LCEAMN01_IXOB","Manufacturing, Index","NZL","New Zealand","Q","Quarterly","2018-Q3","Q3-2018","IDX","Index","0","Units","2015_100","2015=100",107.0675,,
"LCEAMN01_IXOB","Manufacturing, Index","NZL","New Zealand","Q","Quarterly","2018-Q4","Q4-2018","IDX","Index","0","Units","2015_100","2015=100",107.3537,,
"LCEAMN01_IXOB","Manufacturing, Index","NZL","New Zealand","Q","Quarterly","2019-Q1","Q1-2019","IDX","Index","0","Units","2015_100","2015=100",109.6439,,
"LCEAMN01_IXOB","Manufacturing, Index","NZL","New Zealand","Q","Quarterly","2019-Q2","Q2-2019","IDX","Index","0","Units","2015_100","2015=100",109.7871,,
"LCEAMN01_IXOB","Manufacturing, Index","NZL","New Zealand","Q","Quarterly","2019-Q3","Q3-2019","IDX","Index","0","Units","2015_100","2015=100",111.0038,,
"LCEAMN01_IXOB","Manufacturing, Index","NZL","New Zealand","Q","Quarterly","2019-Q4","Q4-2019","IDX","Index","0","Units","2015_100","2015=100",110.1449,,
"LCEAMN01_IXOB","Manufacturing, Index","NZL","New Zealand","Q","Quarterly","2020-Q1","Q1-2020","IDX","Index","0","Units","2015_100","2015=100",111.7552,,
"LCEAMN01_IXOB","Manufacturing, Index","NZL","New Zealand","Q","Quarterly","2020-Q2","Q2-2020","IDX","Index","0","Units","2015_100","2015=100",112.1489,,
"LCEAMN01_IXOB","Manufacturing, Index","NZL","New Zealand","Q","Quarterly","2020-Q3","Q3-2020","IDX","Index","0","Units","2015_100","2015=100",114.8327,,
"LCEAMN01_IXOB","Manufacturing, Index","NZL","New Zealand","Q","Quarterly","2020-Q4","Q4-2020","IDX","Index","0","Units","2015_100","2015=100",115.1906,,
"LCEAMN01_IXOB","Manufacturing, Index","NOR","Norway","Q","Quarterly","2018-Q1","Q1-2018","IDX","Index","0","Units","2015_100","2015=100",105.9239,,
"LCEAMN01_IXOB","Manufacturing, Index","NOR","Norway","Q","Quarterly","2018-Q2","Q2-2018","IDX","Index","0","Units","2015_100","2015=100",108.0525,,
"LCEAMN01_IXOB","Manufacturing, Index","NOR","Norway","Q","Quarterly","2018-Q3","Q3-2018","IDX","Index","0","Units","2015_100","2015=100",102.9844,,
"LCEAMN01_IXOB","Manufacturing, Index","NOR","Norway","Q","Quarterly","2018-Q4","Q4-2018","IDX","Index","0","Units","2015_100","2015=100",105.3157,,
"LCEAMN01_IXOB","Manufacturing, Index","NOR","Norway","Q","Quarterly","2019-Q1","Q1-2019","IDX","Index","0","Units","2015_100","2015=100",109.4716,,
"LCEAMN01_IXOB","Manufacturing, Index","NOR","Norway","Q","Quarterly","2019-Q2","Q2-2019","IDX","Index","0","Units","2015_100","2015=100",111.3975,,
"LCEAMN01_IXOB","Manufacturing, Index","NOR","Norway","Q","Quarterly","2019-Q3","Q3-2019","IDX","Index","0","Units","2015_100","2015=100",106.7348,,
"LCEAMN01_IXOB","Manufacturing, Index","NOR","Norway","Q","Quarterly","2019-Q4","Q4-2019","IDX","Index","0","Units","2015_100","2015=100",108.9648,,
"LCEAMN01_IXOB","Manufacturing, Index","NOR","Norway","Q","Quarterly","2020-Q1","Q1-2020","IDX","Index","0","Units","2015_100","2015=100",112.5125,,
"LCEAMN01_IXOB","Manufacturing, Index","NOR","Norway","Q","Quarterly","2020-Q2","Q2-2020","IDX","Index","0","Units","2015_100","2015=100",114.8438,,
"LCEAMN01_IXOB","Manufacturing, Index","NOR","Norway","Q","Quarterly","2020-Q3","Q3-2020","IDX","Index","0","Units","2015_100","2015=100",108.8634,,
"LCEAMN01_IXOB","Manufacturing, Index","NOR","Norway","Q","Quarterly","2020-Q4","Q4-2020","IDX","Index","0","Units","2015_100","2015=100",110.2825,,
"LCEAMN01_IXOB","Manufacturing, Index","POL","Poland","Q","Quarterly","2018-Q1","Q1-2018","IDX","Index","0","Units","2015_100","2015=100",115.61,,
"LCEAMN01_IXOB","Manufacturing, Index","POL","Poland","Q","Quarterly","2018-Q2","Q2-2018","IDX","Index","0","Units","2015_100","2015=100",118.9212,,
"LCEAMN01_IXOB","Manufacturing, Index","POL","Poland","Q","Quarterly","2018-Q3","Q3-2018","IDX","Index","0","Units","2015_100","2015=100",119.9043,,
"LCEAMN01_IXOB","Manufacturing, Index","POL","Poland","Q","Quarterly","2018-Q4","Q4-2018","IDX","Index","0","Units","2015_100","2015=100",123.0776,,
"LCEAMN01_IXOB","Manufacturing, Index","POL","Poland","Q","Quarterly","2019-Q1","Q1-2019","IDX","Index","0","Units","2015_100","2015=100",124.0089,,
"LCEAMN01_IXOB","Manufacturing, Index","POL","Poland","Q","Quarterly","2019-Q2","Q2-2019","IDX","Index","0","Units","2015_100","2015=100",127.4926,,
"LCEAMN01_IXOB","Manufacturing, Index","POL","Poland","Q","Quarterly","2019-Q3","Q3-2019","IDX","Index","0","Units","2015_100","2015=100",127.6133,,
"LCEAMN01_IXOB","Manufacturing, Index","POL","Poland","Q","Quarterly","2019-Q4","Q4-2019","IDX","Index","0","Units","2015_100","2015=100",130.528,,
"LCEAMN01_IXOB","Manufacturing, Index","POL","Poland","Q","Quarterly","2020-Q1","Q1-2020","IDX","Index","0","Units","2015_100","2015=100",132.3302,,
"LCEAMN01_IXOB","Manufacturing, Index","POL","Poland","Q","Quarterly","2020-Q2","Q2-2020","IDX","Index","0","Units","2015_100","2015=100",127.9065,,
"LCEAMN01_IXOB","Manufacturing, Index","POL","Poland","Q","Quarterly","2020-Q3","Q3-2020","IDX","Index","0","Units","2015_100","2015=100",133.8996,,
"LCEAMN01_IXOB","Manufacturing, Index","POL","Poland","Q","Quarterly","2020-Q4","Q4-2020","IDX","Index","0","Units","2015_100","2015=100",139.2632,,
"LCEAMN01_IXOB","Manufacturing, Index","PRT","Portugal","Q","Quarterly","2018-Q1","Q1-2018","IDX","Index","0","Units","2015_100","2015=100",102.4625,,
"LCEAMN01_IXOB","Manufacturing, Index","PRT","Portugal","Q","Quarterly","2018-Q2","Q2-2018","IDX","Index","0","Units","2015_100","2015=100",111.7457,,
"LCEAMN01_IXOB","Manufacturing, Index","PRT","Portugal","Q","Quarterly","2018-Q3","Q3-2018","IDX","Index","0","Units","2015_100","2015=100",118.469,,
"LCEAMN01_IXOB","Manufacturing, Index","PRT","Portugal","Q","Quarterly","2018-Q4","Q4-2018","IDX","Index","0","Units","2015_100","2015=100",128.4223,,
"LCEAMN01_IXOB","Manufacturing, Index","PRT","Portugal","Q","Quarterly","2019-Q1","Q1-2019","IDX","Index","0","Units","2015_100","2015=100",105.9924,,
"LCEAMN01_IXOB","Manufacturing, Index","PRT","Portugal","Q","Quarterly","2019-Q2","Q2-2019","IDX","Index","0","Units","2015_100","2015=100",115.6024,,
"LCEAMN01_IXOB","Manufacturing, Index","PRT","Portugal","Q","Quarterly","2019-Q3","Q3-2019","IDX","Index","0","Units","2015_100","2015=100",123.3756,,
"LCEAMN01_IXOB","Manufacturing, Index","PRT","Portugal","Q","Quarterly","2019-Q4","Q4-2019","IDX","Index","0","Units","2015_100","2015=100",132.8189,,
"LCEAMN01_IXOB","Manufacturing, Index","PRT","Portugal","Q","Quarterly","2020-Q1","Q1-2020","IDX","Index","0","Units","2015_100","2015=100",109.5858,,
"LCEAMN01_IXOB","Manufacturing, Index","PRT","Portugal","Q","Quarterly","2020-Q2","Q2-2020","IDX","Index","0","Units","2015_100","2015=100",110.1024,,
"LCEAMN01_IXOB","Manufacturing, Index","PRT","Portugal","Q","Quarterly","2020-Q3","Q3-2020","IDX","Index","0","Units","2015_100","2015=100",122.179,,
"LCEAMN01_IXOB","Manufacturing, Index","PRT","Portugal","Q","Quarterly","2020-Q4","Q4-2020","IDX","Index","0","Units","2015_100","2015=100",132.7989,,
"LCEAMN01_IXOB","Manufacturing, Index","SVK","Slovak Republic","Q","Quarterly","2018-Q1","Q1-2018","IDX","Index","0","Units","2015_100","2015=100",108.2731,,
"LCEAMN01_IXOB","Manufacturing, Index","SVK","Slovak Republic","Q","Quarterly","2018-Q2","Q2-2018","IDX","Index","0","Units","2015_100","2015=100",118.2219,,
"LCEAMN01_IXOB","Manufacturing, Index","SVK","Slovak Republic","Q","Quarterly","2018-Q3","Q3-2018","IDX","Index","0","Units","2015_100","2015=100",114.2353,,
"LCEAMN01_IXOB","Manufacturing, Index","SVK","Slovak Republic","Q","Quarterly","2018-Q4","Q4-2018","IDX","Index","0","Units","2015_100","2015=100",125.9834,,
"LCEAMN01_IXOB","Manufacturing, Index","SVK","Slovak Republic","Q","Quarterly","2019-Q1","Q1-2019","IDX","Index","0","Units","2015_100","2015=100",114.5881,,
"LCEAMN01_IXOB","Manufacturing, Index","SVK","Slovak Republic","Q","Quarterly","2019-Q2","Q2-2019","IDX","Index","0","Units","2015_100","2015=100",124.6075,,
"LCEAMN01_IXOB","Manufacturing, Index","SVK","Slovak Republic","Q","Quarterly","2019-Q3","Q3-2019","IDX","Index","0","Units","2015_100","2015=100",118.4336,,
"LCEAMN01_IXOB","Manufacturing, Index","SVK","Slovak Republic","Q","Quarterly","2019-Q4","Q4-2019","IDX","Index","0","Units","2015_100","2015=100",130.3934,,
"LCEAMN01_IXOB","Manufacturing, Index","SVK","Slovak Republic","Q","Quarterly","2020-Q1","Q1-2020","IDX","Index","0","Units","2015_100","2015=100",118.1514,,
"LCEAMN01_IXOB","Manufacturing, Index","SVK","Slovak Republic","Q","Quarterly","2020-Q2","Q2-2020","IDX","Index","0","Units","2015_100","2015=100",118.6805,,
"LCEAMN01_IXOB","Manufacturing, Index","SVK","Slovak Republic","Q","Quarterly","2020-Q3","Q3-2020","IDX","Index","0","Units","2015_100","2015=100",120.5151,,
"LCEAMN01_IXOB","Manufacturing, Index","SVK","Slovak Republic","Q","Quarterly","2020-Q4","Q4-2020","IDX","Index","0","Units","2015_100","2015=100",136.0734,,
"LCEAMN01_IXOB","Manufacturing, Index","ESP","Spain","Q","Quarterly","2018-Q1","Q1-2018","IDX","Index","0","Units","2015_100","2015=100",92.86705,,
"LCEAMN01_IXOB","Manufacturing, Index","ESP","Spain","Q","Quarterly","2018-Q2","Q2-2018","IDX","Index","0","Units","2015_100","2015=100",97.6737,,
"LCEAMN01_IXOB","Manufacturing, Index","ESP","Spain","Q","Quarterly","2018-Q3","Q3-2018","IDX","Index","0","Units","2015_100","2015=100",106.1778,,
"LCEAMN01_IXOB","Manufacturing, Index","ESP","Spain","Q","Quarterly","2018-Q4","Q4-2018","IDX","Index","0","Units","2015_100","2015=100",109.0125,,
"LCEAMN01_IXOB","Manufacturing, Index","ESP","Spain","Q","Quarterly","2019-Q1","Q1-2019","IDX","Index","0","Units","2015_100","2015=100",92.18919,,
"LCEAMN01_IXOB","Manufacturing, Index","ESP","Spain","Q","Quarterly","2019-Q2","Q2-2019","IDX","Index","0","Units","2015_100","2015=100",102.6036,,
"LCEAMN01_IXOB","Manufacturing, Index","ESP","Spain","Q","Quarterly","2019-Q3","Q3-2019","IDX","Index","0","Units","2015_100","2015=100",107.9033,,
"LCEAMN01_IXOB","Manufacturing, Index","ESP","Spain","Q","Quarterly","2019-Q4","Q4-2019","IDX","Index","0","Units","2015_100","2015=100",109.752,,
"LCEAMN01_IXOB","Manufacturing, Index","ESP","Spain","Q","Quarterly","2020-Q1","Q1-2020","IDX","Index","0","Units","2015_100","2015=100",96.07148,,
"LCEAMN01_IXOB","Manufacturing, Index","ESP","Spain","Q","Quarterly","2020-Q2","Q2-2020","IDX","Index","0","Units","2015_100","2015=100",109.6903,,
"LCEAMN01_IXOB","Manufacturing, Index","ESP","Spain","Q","Quarterly","2020-Q3","Q3-2020","IDX","Index","0","Units","2015_100","2015=100",108.4579,,
