"COUNTRY","Country","SEX","Sex","AGE","Age","FREQUENCY","Frequency","TIME","Time","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"CZE","Czech Republic","WOMEN","Women","1519","15 to 19","A","Annual","2006","2006","MONTH","Months","0","Units",,,9.51258799999999,,
"CZE","Czech Republic","WOMEN","Women","1519","15 to 19","A","Annual","2007","2007","MONTH","Months","0","Units",,,6.813,,
"CZE","Czech Republic","WOMEN","Women","1519","15 to 19","A","Annual","2008","2008","MONTH","Months","0","Units",,,9.51999999999999,,
"CZE","Czech Republic","WOMEN","Women","1519","15 to 19","A","Annual","2009","2009","MONTH","Months","0","Units",,,9.5463,,
"CZE","Czech Republic","WOMEN","Women","1519","15 to 19","A","Annual","2010","2010","MONTH","Months","0","Units",,,9.18999999999999,,
"CZE","Czech Republic","WOMEN","Women","1519","15 to 19","A","Annual","2011","2011","MONTH","Months","0","Units",,,8.345,,
"CZE","Czech Republic","WOMEN","Women","1519","15 to 19","A","Annual","2012","2012","MONTH","Months","0","Units",,,8.592725421,,
"CZE","Czech Republic","WOMEN","Women","1519","15 to 19","A","Annual","2013","2013","MONTH","Months","0","Units",,,9.11600017547607,,
"CZE","Czech Republic","WOMEN","Women","1519","15 to 19","A","Annual","2014","2014","MONTH","Months","0","Units",,,4.85300016403198,,
"CZE","Czech Republic","WOMEN","Women","1519","15 to 19","A","Annual","2015","2015","MONTH","Months","0","Units",,,13.1529998779296,,
"CZE","Czech Republic","WOMEN","Women","1519","15 to 19","A","Annual","2016","2016","MONTH","Months","0","Units",,,11.7580003738403,,
"CZE","Czech Republic","WOMEN","Women","1519","15 to 19","A","Annual","2017","2017","MONTH","Months","0","Units",,,6.57999992370605,,
"CZE","Czech Republic","WOMEN","Women","1524","15 to 24","A","Annual","2001","2001","MONTH","Months","0","Units",,,14.5146213997096,,
"CZE","Czech Republic","WOMEN","Women","1524","15 to 24","A","Annual","2002","2002","MONTH","Months","0","Units",,,13.0461374040506,,
"CZE","Czech Republic","WOMEN","Women","1524","15 to 24","A","Annual","2003","2003","MONTH","Months","0","Units",,,12.4464285714285,,
"CZE","Czech Republic","WOMEN","Women","1524","15 to 24","A","Annual","2004","2004","MONTH","Months","0","Units",,,14.6432450649975,,
"CZE","Czech Republic","WOMEN","Women","1524","15 to 24","A","Annual","2005","2005","MONTH","Months","0","Units",,,14.5156043956043,,
"CZE","Czech Republic","WOMEN","Women","1524","15 to 24","A","Annual","2006","2006","MONTH","Months","0","Units",,,13.5392623725309,,
"CZE","Czech Republic","WOMEN","Women","1524","15 to 24","A","Annual","2007","2007","MONTH","Months","0","Units",,,11.8435207045253,,
"CZE","Czech Republic","WOMEN","Women","1524","15 to 24","A","Annual","2008","2008","MONTH","Months","0","Units",,,10.7745127319685,,
"CZE","Czech Republic","WOMEN","Women","1524","15 to 24","A","Annual","2009","2009","MONTH","Months","0","Units",,,8.9436394607904,,
"CZE","Czech Republic","WOMEN","Women","1524","15 to 24","A","Annual","2010","2010","MONTH","Months","0","Units",,,10.4562566299469,,
"CZE","Czech Republic","WOMEN","Women","1524","15 to 24","A","Annual","2011","2011","MONTH","Months","0","Units",,,9.37715797227363,,
"CZE","Czech Republic","WOMEN","Women","1524","15 to 24","A","Annual","2012","2012","MONTH","Months","0","Units",,,11.4611937524754,,
"CZE","Czech Republic","WOMEN","Women","1524","15 to 24","A","Annual","2013","2013","MONTH","Months","0","Units",,,11.9252819431573,,
"CZE","Czech Republic","WOMEN","Women","1524","15 to 24","A","Annual","2014","2014","MONTH","Months","0","Units",,,9.68980309109861,,
"CZE","Czech Republic","WOMEN","Women","1524","15 to 24","A","Annual","2015","2015","MONTH","Months","0","Units",,,11.8902802904779,,
"CZE","Czech Republic","WOMEN","Women","1524","15 to 24","A","Annual","2016","2016","MONTH","Months","0","Units",,,10.0267199274476,,
"CZE","Czech Republic","WOMEN","Women","1524","15 to 24","A","Annual","2017","2017","MONTH","Months","0","Units",,,8.63163649550095,,
"CZE","Czech Republic","WOMEN","Women","2024","20 to 24","A","Annual","2001","2001","MONTH","Months","0","Units",,,16.1542118012408,,
"CZE","Czech Republic","WOMEN","Women","2024","20 to 24","A","Annual","2002","2002","MONTH","Months","0","Units",,,13.9433,,
"CZE","Czech Republic","WOMEN","Women","2024","20 to 24","A","Annual","2003","2003","MONTH","Months","0","Units",,,13.32,,
"CZE","Czech Republic","WOMEN","Women","2024","20 to 24","A","Annual","2004","2004","MONTH","Months","0","Units",,,16.55,,
"CZE","Czech Republic","WOMEN","Women","2024","20 to 24","A","Annual","2005","2005","MONTH","Months","0","Units",,,16.55,,
"CZE","Czech Republic","WOMEN","Women","2024","20 to 24","A","Annual","2006","2006","MONTH","Months","0","Units",,,14.8003,,
"CZE","Czech Republic","WOMEN","Women","2024","20 to 24","A","Annual","2007","2007","MONTH","Months","0","Units",,,13.6739999999999,,
"CZE","Czech Republic","WOMEN","Women","2024","20 to 24","A","Annual","2008","2008","MONTH","Months","0","Units",,,11.3831,,
"CZE","Czech Republic","WOMEN","Women","2024","20 to 24","A","Annual","2009","2009","MONTH","Months","0","Units",,,8.73259999999999,,
"CZE","Czech Republic","WOMEN","Women","2024","20 to 24","A","Annual","2010","2010","MONTH","Months","0","Units",,,10.7959999999999,,
"CZE","Czech Republic","WOMEN","Women","2024","20 to 24","A","Annual","2011","2011","MONTH","Months","0","Units",,,9.70299999999999,,
"CZE","Czech Republic","WOMEN","Women","2024","20 to 24","A","Annual","2012","2012","MONTH","Months","0","Units",,,12.16412862,,
"CZE","Czech Republic","WOMEN","Women","2024","20 to 24","A","Annual","2013","2013","MONTH","Months","0","Units",,,12.5989999771118,,
"CZE","Czech Republic","WOMEN","Women","2024","20 to 24","A","Annual","2014","2014","MONTH","Months","0","Units",,,10.9919996261596,,
"CZE","Czech Republic","WOMEN","Women","2024","20 to 24","A","Annual","2015","2015","MONTH","Months","0","Units",,,11.5550003051757,,
"CZE","Czech Republic","WOMEN","Women","2024","20 to 24","A","Annual","2016","2016","MONTH","Months","0","Units",,,9.51000022888183,,
"CZE","Czech Republic","WOMEN","Women","2024","20 to 24","A","Annual","2017","2017","MONTH","Months","0","Units",,,9.34700012207031,,
"CZE","Czech Republic","WOMEN","Women","2554","25 to 54","A","Annual","2001","2001","MONTH","Months","0","Units",,,23.3054277254307,,
"CZE","Czech Republic","WOMEN","Women","2554","25 to 54","A","Annual","2002","2002","MONTH","Months","0","Units",,,22.0238219280278,,
"CZE","Czech Republic","WOMEN","Women","2554","25 to 54","A","Annual","2003","2003","MONTH","Months","0","Units",,,22.5153691752027,,
"CZE","Czech Republic","WOMEN","Women","2554","25 to 54","A","Annual","2004","2004","MONTH","Months","0","Units",,,23.3724587155963,,
"CZE","Czech Republic","WOMEN","Women","2554","25 to 54","A","Annual","2005","2005","MONTH","Months","0","Units",,,23.4613104615205,,
"CZE","Czech Republic","WOMEN","Women","2554","25 to 54","A","Annual","2006","2006","MONTH","Months","0","Units",,,24.9588982309865,,
"CZE","Czech Republic","WOMEN","Women","2554","25 to 54","A","Annual","2007","2007","MONTH","Months","0","Units",,,25.08830559773,,
"CZE","Czech Republic","WOMEN","Women","2554","25 to 54","A","Annual","2008","2008","MONTH","Months","0","Units",,,21.68592709046,,
"CZE","Czech Republic","WOMEN","Women","2554","25 to 54","A","Annual","2009","2009","MONTH","Months","0","Units",,,14.9041788980612,,
"CZE","Czech Republic","WOMEN","Women","2554","25 to 54","A","Annual","2010","2010","MONTH","Months","0","Units",,,17.1044254436345,,
"CZE","Czech Republic","WOMEN","Women","2554","25 to 54","A","Annual","2011","2011","MONTH","Months","0","Units",,,17.2813141692509,,
"CZE","Czech Republic","WOMEN","Women","2554","25 to 54","A","Annual","2012","2012","MONTH","Months","0","Units",,,18.4534403207082,,
"CZE","Czech Republic","WOMEN","Women","2554","25 to 54","A","Annual","2013","2013","MONTH","Months","0","Units",,,18.9472606251636,,
"CZE","Czech Republic","WOMEN","Women","2554","25 to 54","A","Annual","2014","2014","MONTH","Months","0","Units",,,18.390855283591,,
"CZE","Czech Republic","WOMEN","Women","2554","25 to 54","A","Annual","2015","2015","MONTH","Months","0","Units",,,20.0638087678111,,
"CZE","Czech Republic","WOMEN","Women","2554","25 to 54","A","Annual","2016","2016","MONTH","Months","0","Units",,,18.2591382230975,,
"CZE","Czech Republic","WOMEN","Women","2554","25 to 54","A","Annual","2017","2017","MONTH","Months","0","Units",,,15.6733538455329,,
"CZE","Czech Republic","WOMEN","Women","5599","55+","A","Annual","2001","2001","MONTH","Months","0","Units",,,22.6584298543461,,
"CZE","Czech Republic","WOMEN","Women","5599","55+","A","Annual","2002","2002","MONTH","Months","0","Units",,,22.5756887248593,,
"CZE","Czech Republic","WOMEN","Women","5599","55+","A","Annual","2003","2003","MONTH","Months","0","Units",,,24.4555606198723,,
"CZE","Czech Republic","WOMEN","Women","5599","55+","A","Annual","2004","2004","MONTH","Months","0","Units",,,21.4205878084179,,
"CZE","Czech Republic","WOMEN","Women","5599","55+","A","Annual","2005","2005","MONTH","Months","0","Units",,,21.0048389175257,,
"CZE","Czech Republic","WOMEN","Women","5599","55+","A","Annual","2006","2006","MONTH","Months","0","Units",,,22.311969640843,,
"CZE","Czech Republic","WOMEN","Women","5599","55+","A","Annual","2007","2007","MONTH","Months","0","Units",,,19.4154190116413,,
"CZE","Czech Republic","WOMEN","Women","5599","55+","A","Annual","2008","2008","MONTH","Months","0","Units",,,25.9676736884915,,
"CZE","Czech Republic","WOMEN","Women","5599","55+","A","Annual","2009","2009","MONTH","Months","0","Units",,,17.5479117691457,,
"CZE","Czech Republic","WOMEN","Women","5599","55+","A","Annual","2010","2010","MONTH","Months","0","Units",,,16.5258396692548,,
"CZE","Czech Republic","WOMEN","Women","5599","55+","A","Annual","2011","2011","MONTH","Months","0","Units",,,17.1545763881223,,
"CZE","Czech Republic","WOMEN","Women","5599","55+","A","Annual","2012","2012","MONTH","Months","0","Units",,,19.4546985671579,,
"CZE","Czech Republic","WOMEN","Women","5599","55+","A","Annual","2013","2013","MONTH","Months","0","Units",,,20.5431161784989,,
"CZE","Czech Republic","WOMEN","Women","5599","55+","A","Annual","2014","2014","MONTH","Months","0","Units",,,22.6849618609431,,
"CZE","Czech Republic","WOMEN","Women","5599","55+","A","Annual","2015","2015","MONTH","Months","0","Units",,,24.6022477621537,,
"CZE","Czech Republic","WOMEN","Women","5599","55+","A","Annual","2016","2016","MONTH","Months","0","Units",,,25.1937248866901,,
"CZE","Czech Republic","WOMEN","Women","5599","55+","A","Annual","2017","2017","MONTH","Months","0","Units",,,17.8945719109014,,
"CZE","Czech Republic","WOMEN","Women","900000","Total","A","Annual","2001","2001","MONTH","Months","0","Units",,,21.3997732850943,,
"CZE","Czech Republic","WOMEN","Women","900000","Total","A","Annual","2002","2002","MONTH","Months","0","Units",,,20.1569023578807,,
"CZE","Czech Republic","WOMEN","Women","900000","Total","A","Annual","2003","2003","MONTH","Months","0","Units",,,20.6277268262189,,
"CZE","Czech Republic","WOMEN","Women","900000","Total","A","Annual","2004","2004","MONTH","Months","0","Units",,,21.6356757479823,,
"CZE","Czech Republic","WOMEN","Women","900000","Total","A","Annual","2005","2005","MONTH","Months","0","Units",,,21.8324172674757,,
"CZE","Czech Republic","WOMEN","Women","900000","Total","A","Annual","2006","2006","MONTH","Months","0","Units",,,22.7467163015735,,
"CZE","Czech Republic","WOMEN","Women","900000","Total","A","Annual","2007","2007","MONTH","Months","0","Units",,,22.9376834218227,,
"CZE","Czech Republic","WOMEN","Women","900000","Total","A","Annual","2008","2008","MONTH","Months","0","Units",,,20.6604174345698,,
"CZE","Czech Republic","WOMEN","Women","900000","Total","A","Annual","2009","2009","MONTH","Months","0","Units",,,14.2060295792635,,
"CZE","Czech Republic","WOMEN","Women","900000","Total","A","Annual","2010","2010","MONTH","Months","0","Units",,,16.0312091824831,,
"CZE","Czech Republic","WOMEN","Women","900000","Total","A","Annual","2011","2011","MONTH","Months","0","Units",,,16.1125168626237,,
"CZE","Czech Republic","WOMEN","Women","900000","Total","A","Annual","2012","2012","MONTH","Months","0","Units",,,17.4987038274929,,
"CZE","Czech Republic","WOMEN","Women","900000","Total","A","Annual","2013","2013","MONTH","Months","0","Units",,,18.096313866461,,
"CZE","Czech Republic","WOMEN","Women","900000","Total","A","Annual","2014","2014","MONTH","Months","0","Units",,,17.6457051904746,,
"CZE","Czech Republic","WOMEN","Women","900000","Total","A","Annual","2015","2015","MONTH","Months","0","Units",,,19.4347782454483,,
"CZE","Czech Republic","WOMEN","Women","900000","Total","A","Annual","2016","2016","MONTH","Months","0","Units",,,18.0303515800354,,
"CZE","Czech Republic","WOMEN","Women","900000","Total","A","Annual","2017","2017","MONTH","Months","0","Units",,,15.0348452100486,,
"FIN","Finland","MW","All persons","1519","15 to 19","A","Annual","2001","2001","MONTH","Months","0","Units",,,2.07852193995381,,
"FIN","Finland","MW","All persons","1519","15 to 19","A","Annual","2002","2002","MONTH","Months","0","Units",,,2.29999999999999,,
"FIN","Finland","MW","All persons","1519","15 to 19","A","Annual","2003","2003","MONTH","Months","0","Units",,,2.46391752577319,,
"FIN","Finland","MW","All persons","1519","15 to 19","A","Annual","2004","2004","MONTH","Months","0","Units",,,2.20447761194029,,
"FIN","Finland","MW","All persons","1519","15 to 19","A","Annual","2005","2005","MONTH","Months","0","Units",,,2.1,,
"FIN","Finland","MW","All persons","1519","15 to 19","A","Annual","2006","2006","MONTH","Months","0","Units",,,2.15136186770428,,
"FIN","Finland","MW","All persons","1519","15 to 19","A","Annual","2007","2007","MONTH","Months","0","Units",,,2.6,,
"FIN","Finland","MW","All persons","1519","15 to 19","A","Annual","2008","2008","MONTH","Months","0","Units",,,2.25,,
"FIN","Finland","MW","All persons","1519","15 to 19","A","Annual","2009","2009","MONTH","Months","0","Units",,,2.24919093851132,,
"FIN","Finland","MW","All persons","1519","15 to 19","A","Annual","2010","2010","MONTH","Months","0","Units",,,2.29360269360269,,
"FIN","Finland","MW","All persons","1519","15 to 19","A","Annual","2011","2011","MONTH","Months","0","Units",,,2.33021582733812,,
"FIN","Finland","MW","All persons","1519","15 to 19","A","Annual","2012","2012","MONTH","Months","0","Units",,,2.3548951048951,,
"FIN","Finland","MW","All persons","1519","15 to 19","A","Annual","2013","2013","MONTH","Months","0","Units",,,2.1929576725582,,
"FIN","Finland","MW","All persons","1519","15 to 19","A","Annual","2014","2014","MONTH","Months","0","Units",,,2.50763635759865,,
"FIN","Finland","MW","All persons","1519","15 to 19","A","Annual","2015","2015","MONTH","Months","0","Units",,,2.69964657289143,,
"FIN","Finland","MW","All persons","1519","15 to 19","A","Annual","2016","2016","MONTH","Months","0","Units",,,2.28099724593218,,
"FIN","Finland","MW","All persons","1519","15 to 19","A","Annual","2017","2017","MONTH","Months","0","Units",,,2.18152489496857,,
"FIN","Finland","MW","All persons","1524","15 to 24","A","Annual","2001","2001","MONTH","Months","0","Units",,,3.13767867174333,,
"FIN","Finland","MW","All persons","1524","15 to 24","A","Annual","2002","2002","MONTH","Months","0","Units",,,3.33793626707131,,
"FIN","Finland","MW","All persons","1524","15 to 24","A","Annual","2003","2003","MONTH","Months","0","Units",,,3.45729483282674,,
"FIN","Finland","MW","All persons","1524","15 to 24","A","Annual","2004","2004","MONTH","Months","0","Units",,,3.65344262295081,,
"FIN","Finland","MW","All persons","1524","15 to 24","A","Annual","2005","2005","MONTH","Months","0","Units",,,3.31495016611295,,
"FIN","Finland","MW","All persons","1524","15 to 24","A","Annual","2006","2006","MONTH","Months","0","Units",,,3.20425894378194,,
"FIN","Finland","MW","All persons","1524","15 to 24","A","Annual","2007","2007","MONTH","Months","0","Units",,,3.61290909090909,,
"FIN","Finland","MW","All persons","1524","15 to 24","A","Annual","2008","2008","MONTH","Months","0","Units",,,2.7627949183303,,
"FIN","Finland","MW","All persons","1524","15 to 24","A","Annual","2009","2009","MONTH","Months","0","Units",,,3.100583090379,,
"FIN","Finland","MW","All persons","1524","15 to 24","A","Annual","2010","2010","MONTH","Months","0","Units",,,3.6548048048048,,
"FIN","Finland","MW","All persons","1524","15 to 24","A","Annual","2011","2011","MONTH","Months","0","Units",,,3.33228346456692,,
"FIN","Finland","MW","All persons","1524","15 to 24","A","Annual","2012","2012","MONTH","Months","0","Units",,,3.41444805194805,,
"FIN","Finland","MW","All persons","1524","15 to 24","A","Annual","2013","2013","MONTH","Months","0","Units",,,3.47136227355203,,
"FIN","Finland","MW","All persons","1524","15 to 24","A","Annual","2014","2014","MONTH","Months","0","Units",,,3.71631421795181,,
"FIN","Finland","MW","All persons","1524","15 to 24","A","Annual","2015","2015","MONTH","Months","0","Units",,,4.13938542791118,,
"FIN","Finland","MW","All persons","1524","15 to 24","A","Annual","2016","2016","MONTH","Months","0","Units",,,3.89292286918203,,
"FIN","Finland","MW","All persons","1524","15 to 24","A","Annual","2017","2017","MONTH","Months","0","Units",,,3.31525543399782,,
"FIN","Finland","MW","All persons","2024","20 to 24","A","Annual","2001","2001","MONTH","Months","0","Units",,,4.05028541548651,,
"FIN","Finland","MW","All persons","2024","20 to 24","A","Annual","2002","2002","MONTH","Months","0","Units",,,4.33571428571428,,
"FIN","Finland","MW","All persons","2024","20 to 24","A","Annual","2003","2003","MONTH","Months","0","Units",,,4.24495912806539,,
"FIN","Finland","MW","All persons","2024","20 to 24","A","Annual","2004","2004","MONTH","Months","0","Units",,,4.78888888888888,,
"FIN","Finland","MW","All persons","2024","20 to 24","A","Annual","2005","2005","MONTH","Months","0","Units",,,4.2575221238938,,
"FIN","Finland","MW","All persons","2024","20 to 24","A","Annual","2006","2006","MONTH","Months","0","Units",,,4.02424242424242,,
"FIN","Finland","MW","All persons","2024","20 to 24","A","Annual","2007","2007","MONTH","Months","0","Units",,,4.54790209790209,,
"FIN","Finland","MW","All persons","2024","20 to 24","A","Annual","2008","2008","MONTH","Months","0","Units",,,3.29261992619926,,
"FIN","Finland","MW","All persons","2024","20 to 24","A","Annual","2009","2009","MONTH","Months","0","Units",,,3.79840848806366,,
"FIN","Finland","MW","All persons","2024","20 to 24","A","Annual","2010","2010","MONTH","Months","0","Units",,,4.75040650406504,,
"FIN","Finland","MW","All persons","2024","20 to 24","A","Annual","2011","2011","MONTH","Months","0","Units",,,4.1126050420168,,
"FIN","Finland","MW","All persons","2024","20 to 24","A","Annual","2012","2012","MONTH","Months","0","Units",,,4.33272727272727,,
"FIN","Finland","MW","All persons","2024","20 to 24","A","Annual","2013","2013","MONTH","Months","0","Units",,,4.47430954201665,,
"FIN","Finland","MW","All persons","2024","20 to 24","A","Annual","2014","2014","MONTH","Months","0","Units",,,4.57519382901497,,
"FIN","Finland","MW","All persons","2024","20 to 24","A","Annual","2015","2015","MONTH","Months","0","Units",,,5.08036949384814,,
"FIN","Finland","MW","All persons","2024","20 to 24","A","Annual","2016","2016","MONTH","Months","0","Units",,,5.16467407875905,,
"FIN","Finland","MW","All persons","2024","20 to 24","A","Annual","2017","2017","MONTH","Months","0","Units",,,4.1436247600482,,
"FIN","Finland","MW","All persons","2554","25 to 54","A","Annual","2001","2001","MONTH","Months","0","Units",,,11.624441647882,,
"FIN","Finland","MW","All persons","2554","25 to 54","A","Annual","2002","2002","MONTH","Months","0","Units",,,11.5988148148148,,
"FIN","Finland","MW","All persons","2554","25 to 54","A","Annual","2003","2003","MONTH","Months","0","Units",,,11.7173384030418,,
"FIN","Finland","MW","All persons","2554","25 to 54","A","Annual","2004","2004","MONTH","Months","0","Units",,,10.7952959028831,,
"FIN","Finland","MW","All persons","2554","25 to 54","A","Annual","2005","2005","MONTH","Months","0","Units",,,11.8246496290189,,
"FIN","Finland","MW","All persons","2554","25 to 54","A","Annual","2006","2006","MONTH","Months","0","Units",,,11.596978021978,,
"FIN","Finland","MW","All persons","2554","25 to 54","A","Annual","2007","2007","MONTH","Months","0","Units",,,11.7196754563894,,
"FIN","Finland","MW","All persons","2554","25 to 54","A","Annual","2008","2008","MONTH","Months","0","Units",,,10.6120309050772,,
"FIN","Finland","MW","All persons","2554","25 to 54","A","Annual","2009","2009","MONTH","Months","0","Units",,,9.39362745098039,,
"FIN","Finland","MW","All persons","2554","25 to 54","A","Annual","2010","2010","MONTH","Months","0","Units",,,10.7025744167337,,
"FIN","Finland","MW","All persons","2554","25 to 54","A","Annual","2011","2011","MONTH","Months","0","Units",,,11.0650892857142,,
"FIN","Finland","MW","All persons","2554","25 to 54","A","Annual","2012","2012","MONTH","Months","0","Units",,,10.6140794223826,,
"FIN","Finland","MW","All persons","2554","25 to 54","A","Annual","2013","2013","MONTH","Months","0","Units",,,11.3789698011846,,
"FIN","Finland","MW","All persons","2554","25 to 54","A","Annual","2014","2014","MONTH","Months","0","Units",,,11.4180610853152,,
"FIN","Finland","MW","All persons","2554","25 to 54","A","Annual","2015","2015","MONTH","Months","0","Units",,,11.4568115479551,,
"FIN","Finland","MW","All persons","2554","25 to 54","A","Annual","2016","2016","MONTH","Months","0","Units",,,11.3395809666263,,
"FIN","Finland","MW","All persons","2554","25 to 54","A","Annual","2017","2017","MONTH","Months","0","Units",,,12.1291405261127,,
"FIN","Finland","MW","All persons","5599","55+","A","Annual","2001","2001","MONTH","Months","0","Units",,,23.8968751472875,,
"FIN","Finland","MW","All persons","5599","55+","A","Annual","2002","2002","MONTH","Months","0","Units",,,23.6454545454545,,
"FIN","Finland","MW","All persons","5599","55+","A","Annual","2003","2003","MONTH","Months","0","Units",,,23.1845849802371,,
"FIN","Finland","MW","All persons","5599","55+","A","Annual","2004","2004","MONTH","Months","0","Units",,,18.2527559055118,,
"FIN","Finland","MW","All persons","5599","55+","A","Annual","2005","2005","MONTH","Months","0","Units",,,18.0211764705882,,
"FIN","Finland","MW","All persons","5599","55+","A","Annual","2006","2006","MONTH","Months","0","Units",,,19.8461818181818,,
"FIN","Finland","MW","All persons","5599","55+","A","Annual","2007","2007","MONTH","Months","0","Units",,,21.1418181818181,,
"FIN","Finland","MW","All persons","5599","55+","A","Annual","2008","2008","MONTH","Months","0","Units",,,20.3213114754098,,
"FIN","Finland","MW","All persons","5599","55+","A","Annual","2009","2009","MONTH","Months","0","Units",,,17.5164912280701,,
"FIN","Finland","MW","All persons","5599","55+","A","Annual","2010","2010","MONTH","Months","0","Units",,,19.0800643086816,,
"FIN","Finland","MW","All persons","5599","55+","A","Annual","2011","2011","MONTH","Months","0","Units",,,18.4900990099009,,
"FIN","Finland","MW","All persons","5599","55+","A","Annual","2012","2012","MONTH","Months","0","Units",,,18.26,,
"FIN","Finland","MW","All persons","5599","55+","A","Annual","2013","2013","MONTH","Months","0","Units",,,17.1734138304094,,
"FIN","Finland","MW","All persons","5599","55+","A","Annual","2014","2014","MONTH","Months","0","Units",,,21.6452455106022,,
"FIN","Finland","MW","All persons","5599","55+","A","Annual","2015","2015","MONTH","Months","0","Units",,,18.5507730717473,,
"FIN","Finland","MW","All persons","5599","55+","A","Annual","2016","2016","MONTH","Months","0","Units",,,18.3244947227181,,
"FIN","Finland","MW","All persons","5599","55+","A","Annual","2017","2017","MONTH","Months","0","Units",,,18.4639427008284,,
"FIN","Finland","MW","All persons","900000","Total","A","Annual","2001","2001","MONTH","Months","0","Units",,,10.6960396807767,,
"FIN","Finland","MW","All persons","900000","Total","A","Annual","2002","2002","MONTH","Months","0","Units",,,10.4754775655264,,
"FIN","Finland","MW","All persons","900000","Total","A","Annual","2003","2003","MONTH","Months","0","Units",,,10.5790206648697,,
"FIN","Finland","MW","All persons","900000","Total","A","Annual","2004","2004","MONTH","Months","0","Units",,,9.66681943171402,,
"FIN","Finland","MW","All persons","900000","Total","A","Annual","2005","2005","MONTH","Months","0","Units",,,10.1131884057971,,
"FIN","Finland","MW","All persons","900000","Total","A","Annual","2006","2006","MONTH","Months","0","Units",,,10.2366939611054,,
"FIN","Finland","MW","All persons","900000","Total","A","Annual","2007","2007","MONTH","Months","0","Units",,,10.6884041965764,,
"FIN","Finland","MW","All persons","900000","Total","A","Annual","2008","2008","MONTH","Months","0","Units",,,9.46219870664315,,
"FIN","Finland","MW","All persons","900000","Total","A","Annual","2009","2009","MONTH","Months","0","Units",,,8.48154897494305,,
"FIN","Finland","MW","All persons","900000","Total","A","Annual","2010","2010","MONTH","Months","0","Units",,,9.76184684684684,,
"FIN","Finland","MW","All persons","900000","Total","A","Annual","2011","2011","MONTH","Months","0","Units",,,9.77230320699708,,
"FIN","Finland","MW","All persons","900000","Total","A","Annual","2012","2012","MONTH","Months","0","Units",,,9.62020598332516,,
"FIN","Finland","MW","All persons","900000","Total","A","Annual","2013","2013","MONTH","Months","0","Units",,,9.90263777954406,,
"FIN","Finland","MW","All persons","900000","Total","A","Annual","2014","2014","MONTH","Months","0","Units",,,10.7407344386831,,
"FIN","Finland","MW","All persons","900000","Total","A","Annual","2015","2015","MONTH","Months","0","Units",,,10.4556762834071,,
"FIN","Finland","MW","All persons","900000","Total","A","Annual","2016","2016","MONTH","Months","0","Units",,,10.3925731179789,,
"FIN","Finland","MW","All persons","900000","Total","A","Annual","2017","2017","MONTH","Months","0","Units",,,10.7288881437988,,
"FIN","Finland","MEN","Men","1519","15 to 19","A","Annual","2001","2001","MONTH","Months","0","Units",,,2.07852193995381,,
"FIN","Finland","MEN","Men","1519","15 to 19","A","Annual","2002","2002","MONTH","Months","0","Units",,,2.29999999999999,,
"FIN","Finland","MEN","Men","1519","15 to 19","A","Annual","2003","2003","MONTH","Months","0","Units",,,2.29999999999999,,
"FIN","Finland","MEN","Men","1519","15 to 19","A","Annual","2004","2004","MONTH","Months","0","Units",,,2.1,,
"FIN","Finland","MEN","Men","1519","15 to 19","A","Annual","2005","2005","MONTH","Months","0","Units",,,2.1,,
"FIN","Finland","MEN","Men","1519","15 to 19","A","Annual","2006","2006","MONTH","Months","0","Units",,,2.1,,
"FIN","Finland","MEN","Men","1519","15 to 19","A","Annual","2007","2007","MONTH","Months","0","Units",,,2.59999999999999,,
"FIN","Finland","MEN","Men","1519","15 to 19","A","Annual","2008","2008","MONTH","Months","0","Units",,,2.39999999999999,,
"FIN","Finland","MEN","Men","1519","15 to 19","A","Annual","2009","2009","MONTH","Months","0","Units",,,2.5,,
"FIN","Finland","MEN","Men","1519","15 to 19","A","Annual","2010","2010","MONTH","Months","0","Units",,,2.39999999999999,,
"FIN","Finland","MEN","Men","1519","15 to 19","A","Annual","2011","2011","MONTH","Months","0","Units",,,2.6,,
"FIN","Finland","MEN","Men","1519","15 to 19","A","Annual","2012","2012","MONTH","Months","0","Units",,,2.29999999999999,,
"FIN","Finland","MEN","Men","1519","15 to 19","A","Annual","2013","2013","MONTH","Months","0","Units",,,2.29999995231628,,
"FIN","Finland","MEN","Men","1519","15 to 19","A","Annual","2014","2014","MONTH","Months","0","Units",,,2.40000009536743,,
"FIN","Finland","MEN","Men","1519","15 to 19","A","Annual","2015","2015","MONTH","Months","0","Units",,,2.79999995231628,,
"FIN","Finland","MEN","Men","1519","15 to 19","A","Annual","2016","2016","MONTH","Months","0","Units",,,2.36999988555908,,
"FIN","Finland","MEN","Men","1519","15 to 19","A","Annual","2017","2017","MONTH","Months","0","Units",,,2.07999992370605,,
"FIN","Finland","MEN","Men","1524","15 to 24","A","Annual","2001","2001","MONTH","Months","0","Units",,,3.3633117625267,,
"FIN","Finland","MEN","Men","1524","15 to 24","A","Annual","2002","2002","MONTH","Months","0","Units",,,3.59461077844311,,
"FIN","Finland","MEN","Men","1524","15 to 24","A","Annual","2003","2003","MONTH","Months","0","Units",,,3.74578313253012,,
"FIN","Finland","MEN","Men","1524","15 to 24","A","Annual","2004","2004","MONTH","Months","0","Units",,,4.21728395061728,,
